name,category,address,roadAddress,district,latitude,longitude
815미가밥상,한식,대구광역시 군위군 부계면 창평리 815,대구광역시 군위군 부계면 부흥로 102,군위군,36.105617,128.671469
TK레져식당,한식,대구광역시 군위군 부계면 남산리 1136-2,대구광역시 군위군 부계면 한티로 1522,군위군,36.029225,128.629297
bhc 경북의흥점,한식,대구광역시 군위군 의흥면 읍내리 591-9,대구광역시 군위군 의흥면 읍내길 53-2,군위군,36.174829,128.716415
bhc 경북효령점,호프/통닭,대구광역시 군위군 효령면 장군리 219-1,대구광역시 군위군 효령면 경북대로 2219,군위군,36.120656,128.575519
bhc군위점,호프/통닭,대구광역시 군위군 군위읍 서부리 36-5,대구광역시 군위군 군위읍 중앙길 95,군위군,36.236873,128.566822
가마치통닭 군위점,호프/통닭,대구광역시 군위군 군위읍 동부리 396-5,대구광역시 군위군 군위읍 중앙길 122,군위군,36.239033,128.567970
강변매운탕,한식,대구광역시 군위군 군위읍 외량리 805,대구광역시 군위군 군위읍 내외량길 146-33,군위군,36.254481,128.532421
강변식당,한식,대구광역시 군위군 효령면 중구리 162-1,대구광역시 군위군 효령면 중구2길 17,군위군,36.155592,128.586958
강원도물회,횟집,대구광역시 군위군 우보면 이화리 1302-3,대구광역시 군위군 우보면 이화길 118,군위군,36.194644,128.663333
거북산장식당,한식,대구광역시 군위군 부계면 남산리 1454-2,대구광역시 군위군 부계면 한티로 1455,군위군,36.032752,128.624566
경산식당,한식,대구광역시 군위군 군위읍 서부리 19-3,대구광역시 군위군 군위읍 중앙5길 8-19,군위군,36.239570,128.567042
경양식1984,경양식,대구광역시 군위군 효령면 장군리 61-8,대구광역시 군위군 효령면 경북대로 2218,군위군,36.120333,128.576136
경일식당,한식,대구광역시 군위군 군위읍 서부리 37-4,대구광역시 군위군 군위읍 중앙길 98,군위군,36.236973,128.567251
계곡가든,한식,대구광역시 군위군 부계면 남산리 1022,대구광역시 군위군 부계면 한티로 1710-35,군위군,36.030219,128.643737
고향맛손칼국수,한식,대구광역시 군위군 삼국유사면 화수리 896-1,대구광역시 군위군 삼국유사면 동부로 270,군위군,36.125429,128.755822
고향산천,한식,대구광역시 군위군 부계면 남산리 1020,대구광역시 군위군 부계면 한티로 1710-31,군위군,36.030591,128.643484
골목식당,한식,대구광역시 군위군 우보면 이화리 1220-4,대구광역시 군위군 우보면 이화길 137-13,군위군,36.196370,128.665060
골목식당,한식,대구광역시 군위군 소보면 송원리 691-2,대구광역시 군위군 소보면 송원3길 39-20,군위군,36.257113,128.480050
골목식당,한식,대구광역시 군위군 군위읍 서부리 300,대구광역시 군위군 군위읍 중앙길 61-23,군위군,36.233789,128.565756
골목집매운탕,한식,"대구광역시 군위군 효령면 거매리 447,445,446,564-1",대구광역시 군위군 효령면 거매2길 38-1,군위군,36.151070,128.597078
골프키친,한식,대구광역시 군위군 소보면 송원리 171-1,"대구광역시 군위군 소보면 송내길 22, 1층",군위군,36.259391,128.480435
공항뷔페,뷔페식,대구광역시 군위군 군위읍 서부리 6-2,대구광역시 군위군 군위읍 도군로 2712,군위군,36.241058,128.567160
구구통닭,통닭(치킨),대구광역시 군위군 의흥면 읍내리 603-2,대구광역시 군위군 의흥면 읍내5길 7-8,군위군,36.174030,128.716535
구안식당,한식,대구광역시 군위군 효령면 고곡리 475-1,대구광역시 군위군 효령면 경북대로 2166,군위군,36.115704,128.575396
국수나무(군위점),한식,대구광역시 군위군 군위읍 동부리 403-6,대구광역시 군위군 군위읍 동서5길 22-12,군위군,36.237956,128.569231
군위농협장례식당,한식,대구광역시 군위군 군위읍 정리 191-1,대구광역시 군위군 군위읍 중앙길 165-6,군위군,36.242812,128.567030
군위반점,일식,대구광역시 군위군 군위읍 서부리 120,대구광역시 군위군 군위읍 동산새길 50,군위군,36.231863,128.568887
군위부계닭갈비,한식,대구광역시 군위군 부계면 창평리 786-8,대구광역시 군위군 부계면 부흥로 46,군위군,36.101166,128.669039
군위상황약수삼계탕,한식,대구광역시 군위군 군위읍 서부리 388-4,대구광역시 군위군 군위읍 동서길 28,군위군,36.235925,128.565029
군위식당,중국식,대구광역시 군위군 소보면 송원리 696-5,대구광역시 군위군 소보면 송원3길 27,군위군,36.255976,128.478351
군위식당,한식,대구광역시 군위군 군위읍 서부리 22-12,대구광역시 군위군 군위읍 중앙5길 4,군위군,36.238589,128.567366
군위염소가든,한식,대구광역시 군위군 군위읍 사직리 581,대구광역시 군위군 군위읍 사직2길 20,군위군,36.224680,128.553315
군위와촌식당,한식,대구광역시 군위군 부계면 창평리 853-4,대구광역시 군위군 부계면 치산효령로 1383,군위군,36.101303,128.662557
군위이동수산,횟집,대구광역시 군위군 군위읍 서부리 16-5,대구광역시 군위군 군위읍 중앙5길 12-8,군위군,36.239294,128.566905
군위이로운 한우,식육(숯불구이),대구광역시 군위군 효령면 성리 715-1 군위이로운한우직판장,"대구광역시 군위군 효령면 간동유원지길 14, 군위이로운한우직판장",군위군,36.178619,128.584936
군위참좋은한우,식육(숯불구이),대구광역시 군위군 효령면 성리 712-3,대구광역시 군위군 효령면 간동유원지길 5,군위군,36.178612,128.583564
군위축협 축산물프라자,식육(숯불구이),대구광역시 군위군 군위읍 서부리 154-17,대구광역시 군위군 군위읍 군청로 49-33,군위군,36.229302,128.566131
군위휴게식당,한식,대구광역시 군위군 군위읍 정리 687,대구광역시 군위군 군위읍 경북대로 3987,군위군,36.258596,128.571284
금상매운탕,탕류(보신용),대구광역시 군위군 군위읍 서부리 154-1,"대구광역시 군위군 군위읍 군청로 49-30, 1층",군위군,36.229640,128.567103
기러기천둥오리농장가든,한식,대구광역시 군위군 효령면 매곡리 306,대구광역시 군위군 효령면 용매로 788,군위군,36.084601,128.595784
길목식당,한식,대구광역시 군위군 삼국유사면 화수리 907-1,대구광역시 군위군 삼국유사면 삼국유사로 3,군위군,36.126225,128.755190
김서방통닭,호프/통닭,대구광역시 군위군 군위읍 서부리 18-12,대구광역시 군위군 군위읍 중앙길 125-1,군위군,36.239482,128.567813
꽃우림플라워앤쿡(꽃우림flower&cook),한식,대구광역시 군위군 의흥면 이지리 483,"대구광역시 군위군 의흥면 산성가음로 1160, 1호",군위군,36.160325,128.709138
꾸띵피자치킨,패스트푸드,대구광역시 군위군 군위읍 서부리 112-1,대구광역시 군위군 군위읍 중앙길 46,군위군,36.232624,128.566763
남산식당,한식,대구광역시 군위군 부계면 남산리 308,대구광역시 군위군 부계면 남산4길 17,군위군,36.048010,128.641285
농암가든,통닭(치킨),대구광역시 군위군 군위읍 대북리 768-2,대구광역시 군위군 군위읍 도군로 2506-1,군위군,36.253336,128.554115
누리마을 감자탕,한식,대구광역시 군위군 군위읍 서부리 227,대구광역시 군위군 군위읍 중앙길 54,군위군,36.233234,128.566385
느티나무골,한식,대구광역시 군위군 부계면 남산리 990,대구광역시 군위군 부계면 한티로 1710-41,군위군,36.029688,128.643943
다락재쉼터,한식,대구광역시 군위군 군위읍 대북리 771-2,대구광역시 군위군 군위읍 도군로 2488,군위군,36.254503,128.552773
다람쥐 카페,경양식,대구광역시 군위군 삼국유사면 화북리 1271-17,대구광역시 군위군 삼국유사면 화산산성길 57,군위군,36.103938,128.777364
다발연수원관광농원,한식,대구광역시 군위군 효령면 288,대구광역시 군위군 효령면 탑평길 21-5,군위군,36.084981,128.599597
다복향마라탕,중국식,대구광역시 군위군 군위읍 서부리 36-11,"대구광역시 군위군 군위읍 중앙길 95-1, 1층",군위군,36.237006,128.566796
다올 밀양돼지국밥,한식,대구광역시 군위군 부계면 창평리 1013,대구광역시 군위군 부계면 부흥로 6-1,군위군,36.098706,128.665821
다정식당,정종/대포집/소주방,대구광역시 군위군 소보면 송원리 763-8,대구광역시 군위군 소보면 송원4길 7,군위군,36.255650,128.479429
다함푸드 군위농공점,한식,대구광역시 군위군 군위읍 수서리 561-22,대구광역시 군위군 군위읍 군위공단길 89,군위군,36.208705,128.559996
대구군위야구사관학교,한식,대구광역시 군위군 군위읍 내량리 1-29,대구광역시 군위군 군위읍 내량길 28-48,군위군,36.248988,128.556585
대기숯불가든,한식,대구광역시 군위군 군위읍 서부리 428-2,대구광역시 군위군 군위읍 중앙5길 7-11,군위군,36.238141,128.566815
대동목장가든,한식,대구광역시 군위군 부계면 남산리 146,대구광역시 군위군 부계면 한티로 1772,군위군,36.037773,128.640994
대부천성,한식,대구광역시 군위군 효령면 고곡리 382-2,대구광역시 군위군 효령면 경북대로 2184,군위군,36.117369,128.575663
대성식당,한식,대구광역시 군위군 부계면 창평리 888-1,대구광역시 군위군 부계면 창평길 17,군위군,36.099717,128.664720
대영반점,중국식,대구광역시 군위군 의흥면 읍내리 588,대구광역시 군위군 의흥면 읍내5길 6-5,군위군,36.174458,128.715687
대율리237,한식,대구광역시 군위군 부계면 대율리 1357-39,대구광역시 군위군 부계면 한티로 2158,군위군,36.061093,128.655618
대중식당,중국식,대구광역시 군위군 우보면 이화리 1248,대구광역시 군위군 우보면 이화3길 1-1,군위군,36.195415,128.664899
대청숯불갈비,한식,대구광역시 군위군 부계면 대율리 791,대구광역시 군위군 부계면 한티로 2111,군위군,36.057077,128.654742
대호식당,한식,대구광역시 군위군 의흥면 읍내리 488-2,대구광역시 군위군 의흥면 읍내1길 8,군위군,36.175049,128.714233
대흥식당,식육(숯불구이),대구광역시 군위군 부계면 대율리 665-9,대구광역시 군위군 부계면 한티로 2161,군위군,36.061551,128.655412
더 팜 스토리,한식,대구광역시 군위군 부계면 대율리 1233-5,대구광역시 군위군 부계면 한티로 2051,군위군,36.052003,128.653737
더:듬뿍,한식,대구광역시 군위군 군위읍 동부리 533,"대구광역시 군위군 군위읍 동서7길 12-2, 102호",군위군,36.235291,128.570838
덕담식당,한식,대구광역시 군위군 소보면 송원리 680-2,대구광역시 군위군 소보면 송원3길 21,군위군,36.255835,128.477758
도남식당,한식,대구광역시 군위군 군위읍 서부리 13-5,대구광역시 군위군 군위읍 중앙길 133-1,군위군,36.240170,128.568093
도리원식당,한식,대구광역시 군위군 군위읍 서부리 16-7,대구광역시 군위군 군위읍 중앙5길 8-6,군위군,36.239214,128.567383
돈돼지국밥,한식,대구광역시 군위군 효령면 장군리 507-1,대구광역시 군위군 효령면 나곡길 2,군위군,36.132596,128.577841
돈앤국,한식,대구광역시 군위군 산성면 화본리 857-3,대구광역시 군위군 산성면 산성가음로 705,군위군,36.126286,128.695342
돌담칼국수,한식,대구광역시 군위군 부계면 대율리 879,대구광역시 군위군 부계면 한밤8길 45-8,군위군,36.059265,128.651718
동백흑돼지대구본점,한식,대구광역시 군위군 산성면 화본리 823-3,대구광역시 군위군 산성면 산성가음로 711-6,군위군,36.127025,128.695481
동부반점,중국식,대구광역시 군위군 군위읍 동부리 433-1,대구광역시 군위군 군위읍 동서5길 6,군위군,36.236654,128.569368
동부칼국수,한식,대구광역시 군위군 군위읍 동부리 442,대구광역시 군위군 군위읍 동서길 78,군위군,36.236059,128.570549
동산계곡식당,한식,대구광역시 군위군 부계면 동산리 316-3 외부장소 동산리 316-4,"대구광역시 군위군 부계면 원효길 200, 외부장소 동산리 316-4",군위군,36.039383,128.669367
동원반점,중국식,대구광역시 군위군 군위읍 서부리 277-1,대구광역시 군위군 군위읍 중앙길 67,군위군,36.234436,128.566192
동원식당,한식,대구광역시 군위군 소보면 송원리 763-4,대구광역시 군위군 소보면 송원4길 1-1,군위군,36.255943,128.479419
동촌식당,한식,대구광역시 군위군 부계면 남산리 312-1,대구광역시 군위군 부계면 남산4길 10,군위군,36.048379,128.642195
동화속으로,한식,대구광역시 군위군 부계면 남산리 1139-9,대구광역시 군위군 부계면 한티로 1587,군위군,36.029792,128.633117
두안돼지국밥,한식,대구광역시 군위군 군위읍 서부리 420-2,"대구광역시 군위군 군위읍 중앙4길 20, 나동 4호",군위군,36.238010,128.565511
두찜 대구군위점,한식,대구광역시 군위군 군위읍 서부리 117-9,대구광역시 군위군 군위읍 동산새길 48,군위군,36.232349,128.568251
둥지잔치국수,분식,대구광역시 군위군 군위읍 서부리 124-6,대구광역시 군위군 군위읍 중앙길 32,군위군,36.231481,128.567492
뒷발이삼계탕,통닭(치킨),대구광역시 군위군 군위읍 126-1,대구광역시 군위군 군위읍 중앙길 30,군위군,36.231333,128.567674
들꽃이야기,한식,대구광역시 군위군 부계면 남산리 287,대구광역시 군위군 부계면 남산4길 33-10,군위군,36.046553,128.640536
디에이치푸드 구니CC그늘집(15홀),한식,대구광역시 군위군 군위읍 외량리 산 13 외 159필지,대구광역시 군위군 군위읍 도군로 2450 (외 159필지),군위군,36.253438,128.547491
디에이치푸드 구니CC그늘집(5홀),한식,대구광역시 군위군 군위읍 외량리 산 13 외 159필지,대구광역시 군위군 군위읍 도군로 2450 (외 159필지),군위군,36.253438,128.547491
디에이치푸드 구니CC스타트하우스,한식,대구광역시 군위군 군위읍 외량리 산 13 외 159필지,대구광역시 군위군 군위읍 도군로 2450 (외 159필지),군위군,36.253438,128.547491
디에이치푸드 구니CC직원식당,한식,대구광역시 군위군 군위읍 외량리 산 13 외 159필지,대구광역시 군위군 군위읍 도군로 2450 (외 159필지),군위군,36.253438,128.547491
디에이치푸드 구니CC클럽하우스,한식,대구광역시 군위군 군위읍 외량리 산 13 외 159필지,대구광역시 군위군 군위읍 도군로 2450 (외 159필지),군위군,36.253438,128.547491
딩구는 해물탕,한식,대구광역시 군위군 군위읍 서부리 386-1,대구광역시 군위군 군위읍 동서길 27,군위군,36.236277,128.565015
따뜻한 밥한끼,한식,대구광역시 군위군 효령면 고곡리 370-1,대구광역시 군위군 효령면 경북대로 2202-1,군위군,36.118968,128.575967
딸부잣집식당,한식,대구광역시 군위군 부계면 가호리 1036,대구광역시 군위군 부계면 한티로 2485,군위군,36.087537,128.664928
땅재농원식당,한식,대구광역시 군위군 소보면 달산리 1200-2,대구광역시 군위군 소보면 도군로 816,군위군,36.266732,128.423623
땅콩엔호두,한식,대구광역시 군위군 군위읍 서부리 262-9,대구광역시 군위군 군위읍 중앙길 75-1,군위군,36.235164,128.566341
뚝배기나라,한식,대구광역시 군위군 군위읍 서부리 28-6,대구광역시 군위군 군위읍 동서5길 23,군위군,36.237888,128.568274
뜰안길,한식,대구광역시 군위군 군위읍 동부리 406-6,대구광역시 군위군 군위읍 동서5길 13,군위군,36.237051,128.568867
마왕족발 경북군위점,한식,대구광역시 군위군 군위읍 서부리 284-1,대구광역시 군위군 군위읍 중앙길 63,군위군,36.234106,128.566106
막달군,한식,대구광역시 군위군 군위읍 서부리 642-12,대구광역시 군위군 군위읍 동서3길 43,군위군,36.232651,128.569958
만물식당,한식,대구광역시 군위군 군위읍 서부리 290-3,대구광역시 군위군 군위읍 중앙길 61-3,군위군,36.233737,128.566105
만포장식당,한식,대구광역시 군위군 소보면 송원리 712,대구광역시 군위군 소보면 송원3길 30-22,군위군,36.255325,128.478493
매일식당,한식,대구광역시 군위군 군위읍 서부리 275-4,대구광역시 군위군 군위읍 중앙길 69,군위군,36.234698,128.566280
맥시칸치킨,통닭(치킨),대구광역시 군위군 군위읍 서부리 287-4,대구광역시 군위군 군위읍 중앙길 61,군위군,36.233946,128.566197
명가칼국수,한식,대구광역시 군위군 군위읍 금구리 652-8,대구광역시 군위군 군위읍 경북대로 3477,군위군,36.215121,128.564840
명성식당,한식,대구광역시 군위군 군위읍 서부리 19,대구광역시 군위군 군위읍 중앙6길 11-1,군위군,36.240284,128.567162
명자네식당,한식,대구광역시 군위군 군위읍 서부리 20-4,대구광역시 군위군 군위읍 중앙5길 4-16,군위군,36.239133,128.567570
모녀밥상,한식,대구광역시 군위군 군위읍 서부리 404-7,대구광역시 군위군 군위읍 동서길 37,군위군,36.236180,128.566190
모노폴리키친 군위점,경양식,대구광역시 군위군 군위읍 서부리 275-3,"대구광역시 군위군 군위읍 중앙3길 2, 1층",군위군,36.234614,128.566239
목장식당,한식,대구광역시 군위군 부계면 남산리 1130-1,대구광역시 군위군 부계면 한티로 1554-63,군위군,36.025530,128.632082
몽몽마방,경양식,대구광역시 군위군 부계면 창평리 440,대구광역시 군위군 부계면 치산효령로 1174,군위군,36.092122,128.681234
몽몽차방,한식,대구광역시 군위군 부계면 창평리 440,대구광역시 군위군 부계면 치산효령로 1176,군위군,36.092122,128.681234
무지개가든,한식,대구광역시 군위군 부계면 동산리 218-3,대구광역시 군위군 부계면 원효길 316,군위군,36.034825,128.678403
미가보리밥식당,한식,대구광역시 군위군 군위읍 서부리 121-2 여명무지개타운,"대구광역시 군위군 군위읍 중앙길 38-14, 여명무지개타운",군위군,36.232089,128.567523
미나리먹는집,한식,대구광역시 군위군 삼국유사면 화북리 730,대구광역시 군위군 삼국유사면 화북1길 22,군위군,36.128675,128.772111
미락칼국수,한식,대구광역시 군위군 군위읍 정리 1120,대구광역시 군위군 군위읍 도군로 2666,군위군,36.244230,128.563752
미소반점,중국식,대구광역시 군위군 산성면 화본리 856-2,대구광역시 군위군 산성면 산성가음로 708,군위군,36.126531,128.695676
미소식당,한식,대구광역시 군위군 군위읍 금구리 785-3,대구광역시 군위군 군위읍 경북대로 3399,군위군,36.208044,128.563918
밀양돼지국밥,한식,대구광역시 군위군 군위읍 서부리 427-5,대구광역시 군위군 군위읍 중앙4길 16-8,군위군,36.238109,128.566069
밀양식당,한식,대구광역시 군위군 군위읍 서부리 23-2,대구광역시 군위군 군위읍 중앙5길 3,군위군,36.238447,128.567051
바삭카츠,경양식,대구광역시 군위군 산성면 백학리 90,대구광역시 군위군 산성면 치산효령로 865-43,군위군,36.071151,128.708175
바삭카츠,경양식,대구광역시 군위군 부계면 창평리 161,대구광역시 군위군 부계면 치산효령로 989-23,군위군,36.079482,128.696749
반올림피자샵 군위점,경양식,대구광역시 군위군 군위읍 서부리 407-1,대구광역시 군위군 군위읍 중앙4길 3,군위군,36.237377,128.566752
밥집&포차,한식,대구광역시 군위군 의흥면 읍내리 603-1,대구광역시 군위군 의흥면 읍내5길 13-3,군위군,36.173895,128.716636
백록담 국민국밥,한식,대구광역시 군위군 군위읍 서부리 124-1,대구광역시 군위군 군위읍 중앙길 38,군위군,36.231884,128.567222
백송온천관광호텔,한식,대구광역시 군위군 부계면 춘산리 33-2 백송스파비스관광호텔,"대구광역시 군위군 부계면 한티로 2244, 백송스파비스관광호텔",군위군,36.068462,128.660266
별에서온그닭,호프/통닭,대구광역시 군위군 군위읍 서부리 404-9,대구광역시 군위군 군위읍 동서길 39,군위군,36.236126,128.566377
병팔이네 소머리곰탕,한식,대구광역시 군위군 의흥면 읍내리 595-2,대구광역시 군위군 의흥면 읍내5길 8,군위군,36.174342,128.715946
본가원,한식,대구광역시 군위군 효령면 중구리 332-6,대구광역시 군위군 효령면 중리길 7-1,군위군,36.154227,128.581640
봉숙이네,한식,대구광역시 군위군 효령면 고곡리 438,대구광역시 군위군 효령면 경북대로 2185,군위군,36.118440,128.573292
부계기사식당,한식,대구광역시 군위군 부계면 창평리 1035-1,대구광역시 군위군 부계면 치산효령로 1332,군위군,36.098045,128.666465
부곡식당,한식,대구광역시 군위군 부계면 대율리 1357-13,대구광역시 군위군 부계면 한티로 2168,군위군,36.061839,128.656053
부산식당,한식,대구광역시 군위군 군위읍 서부리 17-13,대구광역시 군위군 군위읍 중앙6길 4,군위군,36.239861,128.567867
부산식당,한식,대구광역시 군위군 의흥면 읍내리 432-1,대구광역시 군위군 의흥면 읍내길 40,군위군,36.175388,128.714767
북경반점,중국식,대구광역시 군위군 군위읍 서부리 390-6,대구광역시 군위군 군위읍 동서길 35-14,군위군,36.236653,128.566211
비비큐 대구군위읍점,호프/통닭,대구광역시 군위군 군위읍 서부리 241-1,대구광역시 군위군 군위읍 중앙길 68,군위군,36.234408,128.566571
비원짱분식,분식,대구광역시 군위군 군위읍 동부리 670-8,대구광역시 군위군 군위읍 중앙길 12,군위군,36.230066,128.568648
산너머남촌식당,한식,대구광역시 군위군 부계면 남산리 860-3,대구광역시 군위군 부계면 한티로 1667,군위군,36.031256,128.636842
산동식당,한식,대구광역시 군위군 소보면 송원리 763-6,대구광역시 군위군 소보면 송원4길 3-1,군위군,36.255802,128.479432
산사랑,한식,대구광역시 군위군 부계면 남산리 55,대구광역시 군위군 부계면 한티로 1722,군위군,36.033351,128.641013
산사의밥,한식,대구광역시 군위군 부계면 남산리 312-5,대구광역시 군위군 부계면 남산4길 14,군위군,36.048199,128.641953
산촌먹거리식당,한식,대구광역시 군위군 삼국유사면 석산리 676-1,대구광역시 군위군 삼국유사면 석산길 1,군위군,36.175669,128.854979
산호보리밥,한식,대구광역시 군위군 군위읍 서부리 423-5,대구광역시 군위군 군위읍 중앙5길 12-1,군위군,36.238910,128.566440
새서울감자탕,한식,대구광역시 군위군 군위읍 서부리 17-5,대구광역시 군위군 군위읍 중앙6길 7,군위군,36.239932,128.567524
서민숯불,한식,대구광역시 군위군 군위읍 서부리 15-4,대구광역시 군위군 군위읍 중앙5길 8-23,군위군,36.239713,128.567077
서울식당,식육(숯불구이),대구광역시 군위군 의흥면 읍내리 476-9,대구광역시 군위군 의흥면 읍내길 38,군위군,36.175425,128.714555
석담,식육(숯불구이),대구광역시 군위군 군위읍 동부리 30,대구광역시 군위군 군위읍 군청로 168-46,군위군,36.237928,128.578403
석산정류소식당,한식,대구광역시 군위군 삼국유사면 석산리 522-10,대구광역시 군위군 삼국유사면 삼국유사로 1324,군위군,36.174930,128.856090
석우사슴농장,한식,대구광역시 군위군 소보면 봉소리 635-3,대구광역시 군위군 소보면 도군로 1928,군위군,36.267603,128.518096
석정식당,한식,대구광역시 군위군 부계면 남산리 863,대구광역시 군위군 부계면 한티로 1669,군위군,36.031752,128.637193
선산곱창,한식,대구광역시 군위군 군위읍 서부리 277-1,대구광역시 군위군 군위읍 중앙길 67,군위군,36.234436,128.566192
선암식당,한식,대구광역시 군위군 의흥면 읍내리 262-4,대구광역시 군위군 의흥면 읍내길 61-2,군위군,36.174436,128.717196
섬진강식당,한식,대구광역시 군위군 군위읍 동부리 325-1,대구광역시 군위군 군위읍 중앙길 138-12,군위군,36.240271,128.569024
성연이치킨,통닭(치킨),대구광역시 군위군 군위읍 동부리 413,대구광역시 군위군 군위읍 동서길 63,군위군,36.236269,128.568995
성원숯불,한식,대구광역시 군위군 군위읍 동부리 439,대구광역시 군위군 군위읍 동서길 79,군위군,36.236393,128.570628
세교손칼국수,한식,대구광역시 군위군 군위읍 서부리 30-16,대구광역시 군위군 군위읍 동서1길 14,군위군,36.237156,128.567957
소나무식당,한식,대구광역시 군위군 삼국유사면 학암리 990,대구광역시 군위군 삼국유사면 학암1길 6,군위군,36.169401,128.870933
소담,한식,대구광역시 군위군 군위읍 서부리 16-7 군위전통시장,"대구광역시 군위군 군위읍 중앙5길 8-6, 군위전통시장",군위군,36.239214,128.567383
소담상,한식,대구광역시 군위군 산성면 백학리 90,대구광역시 군위군 산성면 치산효령로 865-43,군위군,36.071151,128.708175
소담상,한식,대구광역시 군위군 부계면 창평리 161,대구광역시 군위군 부계면 치산효령로 989-23,군위군,36.079482,128.696749
소문난 돼지찌개,한식,대구광역시 군위군 군위읍 동부리 376-1,대구광역시 군위군 군위읍 동서길 89-25,군위군,36.237599,128.571680
소반식당,한식,대구광역시 군위군 부계면 창평리 894-4,대구광역시 군위군 부계면 창평길 7,군위군,36.100421,128.664039
솔바우식당,한식,대구광역시 군위군 부계면 남산리 1172-1,대구광역시 군위군 부계면 한티로 1633,군위군,36.031824,128.633390
송림반점,중국식,대구광역시 군위군 부계면 창평리 887-3,대구광역시 군위군 부계면 창평길 16,군위군,36.099682,128.664333
송이휴게소,한식,대구광역시 군위군 군위읍 정리 906-17,대구광역시 군위군 군위읍 도군로 2575,군위군,36.251665,128.560243
송희 소주방,정종/대포집/소주방,대구광역시 군위군 군위읍 서부리 124-6,대구광역시 군위군 군위읍 중앙길 34,군위군,36.231481,128.567492
솥뚜껑윤이네,식육(숯불구이),대구광역시 군위군 군위읍 동부리 659-1,대구광역시 군위군 군위읍 군청로 92,군위군,36.231958,128.570154
수덕고디탕,한식,대구광역시 군위군 산성면 삼산리 1042,대구광역시 군위군 산성면 치산효령로 984,군위군,36.083453,128.698608
수복식당,한식,대구광역시 군위군 군위읍 서부리 404-8,대구광역시 군위군 군위읍 동서길 41,군위군,36.236206,128.566428
수서골프앤리조트 클럽하우스,한식,대구광역시 군위군 군위읍 수서리 1338 군위읍 수서리 33,"대구광역시 군위군 군위읍 장천로 871, 군위읍 수서리 33",군위군,36.192862,128.555241
수정식당,한식,대구광역시 군위군 우보면 이화리 1303-3,대구광역시 군위군 우보면 이화길 116,군위군,36.194645,128.663208
순두부백반식당,한식,대구광역시 군위군 군위읍 동부리 318-2,"대구광역시 군위군 군위읍 중앙길 155, 2층",군위군,36.242034,128.568075
순이분식,분식,대구광역시 군위군 산성면 화본리 857-1,대구광역시 군위군 산성면 산성가음로 707-1,군위군,36.126540,128.695392
숲속에 가든,한식,대구광역시 군위군 군위읍 대북리 778-1,대구광역시 군위군 군위읍 대북길 61-25,군위군,36.258916,128.555343
스모프치킨군위점,한식,대구광역시 군위군 군위읍 서부리 16-7,대구광역시 군위군 군위읍 중앙5길 4-19,군위군,36.239214,128.567383
스틸301 파스타바,경양식,대구광역시 군위군 산성면 화전리 301,대구광역시 군위군 산성면 산성가음로 996,군위군,36.146186,128.711373
시골밥상,한식,대구광역시 군위군 부계면 남산리 314-1,대구광역시 군위군 부계면 한티로 1903,군위군,36.048029,128.642279
시골식당,한식,대구광역시 군위군 의흥면 읍내리 591-36,대구광역시 군위군 의흥면 읍내5길 1,군위군,36.174489,128.716481
시꼴집,한식,대구광역시 군위군 군위읍 동부리 439,대구광역시 군위군 군위읍 동서길 77,군위군,36.236393,128.570628
시내포차,호프/통닭,대구광역시 군위군 군위읍 서부리 36-11,대구광역시 군위군 군위읍 중앙길 95-1,군위군,36.237006,128.566796
시장닭발,한식,대구광역시 군위군 군위읍 서부리 16-5,대구광역시 군위군 군위읍 중앙5길 12-8,군위군,36.239294,128.566905
시장식당,한식,대구광역시 군위군 의흥면 읍내리 594-6,대구광역시 군위군 의흥면 읍내5길 3-11,군위군,36.174167,128.716716
신남골식당,한식,대구광역시 군위군 산성면 화본리 825-3,대구광역시 군위군 산성면 산성가음로 709,군위군,36.126680,128.695434
신등갈비,한식,대구광역시 군위군 부계면 창평리 1376,대구광역시 군위군 부계면 치산효령로 1414,군위군,36.103783,128.660829
아미산 식당,한식,대구광역시 군위군 삼국유사면 양지리 181-5,대구광역시 군위군 삼국유사면 삼국유사로 1051,군위군,36.166760,128.829627
안동식당,한식,대구광역시 군위군 효령면 장군리 61-2,대구광역시 군위군 효령면 경북대로 2220,군위군,36.120496,128.576158
안정환의 바글바글,한식,대구광역시 군위군 부계면 남산리 713-2,대구광역시 군위군 부계면 한티로 1796,군위군,36.038920,128.639856
알령반점,한식,대구광역시 군위군 소보면 송원리 683-4,대구광역시 군위군 소보면 송원3길 19,군위군,36.255837,128.477460
알령식당,중국식,대구광역시 군위군 군위읍 서부리 26-10,대구광역시 군위군 군위읍 중앙길 110,군위군,36.238022,128.567611
앨리카페,한식,대구광역시 군위군 군위읍 정리 235-2,대구광역시 군위군 군위읍 정1길 3,군위군,36.246462,128.568229
앵두식당,한식,대구광역시 군위군 군위읍 서부리 17-6,대구광역시 군위군 군위읍 중앙6길 5,군위군,36.239802,128.567633
양스김밥,분식,대구광역시 군위군 군위읍 서부리 55-2,대구광역시 군위군 군위읍 중앙길 84,군위군,36.235844,128.566752
연계식당,한식,대구광역시 군위군 의흥면 연계리 562-1,대구광역시 군위군 의흥면 동부로 730,군위군,36.163753,128.747108
연하식당,한식,대구광역시 군위군 의흥면 읍내리 242,대구광역시 군위군 의흥면 읍내길 82-1,군위군,36.173291,128.719032
