name,category,address,roadAddress,district,latitude,longitude
못난이,정종/대포집/소주방,대구광역시 북구 산격동 827-6,대구광역시 북구 연암로 134-1 (산격동),북구,35.896272,128.595514
몽실네포차,한식,대구광역시 북구 구암동 780-5,대구광역시 북구 동암로38길 19-11 (구암동),북구,35.941826,128.569970
몽실이네,한식,대구광역시 북구 관음동 1347-13,"대구광역시 북구 관음중앙로 48, 1층 (관음동)",북구,35.938238,128.544543
몽짬뽕,중국식,대구광역시 북구 대현동 319-2,"대구광역시 북구 대현남로2길 42, 1층 (대현동)",북구,35.878584,128.606027
몽짬뽕 칠곡점,중국식,대구광역시 북구 구암동 781,"대구광역시 북구 동암로38길 27, 1층 (구암동)",북구,35.941374,128.569354
몽카츠,일식,대구광역시 북구 읍내동 1338 제일연립주택,"대구광역시 북구 칠곡중앙대로 454, 108동 1층 108호 (읍내동, 제일연립주택)",북구,35.937174,128.549665
몽키 비스트로,경양식,대구광역시 북구 구암동 655 금빛아파트상가 106호,"대구광역시 북구 팔거천동로 70, 106호 (구암동,금빛아파트상가)",북구,35.930313,128.555054
몽키스,호프/통닭,대구광역시 북구 동천동 931-1,대구광역시 북구 대천로 85 (동천동),북구,35.937245,128.558619
무대리동변점,호프/통닭,대구광역시 북구 동변동 668-7,대구광역시 북구 동변로23길 13-20 (동변동),북구,35.919563,128.602127
무돼포,한식,대구광역시 북구 고성동2가 53-3,"대구광역시 북구 칠성남로 49-2, 1층 (고성동2가)",북구,35.879257,128.586290
무릉도원,한식,대구광역시 북구 복현동 59-1,대구광역시 북구 복현로36길 2 (복현동),북구,35.904749,128.619406
무림곱창막창식당,호프/통닭,대구광역시 북구 태전동 253-3 A동,"대구광역시 북구 칠곡중앙대로65길 21, A동 (태전동)",북구,35.925482,128.544505
무마진덮밥,한식,대구광역시 북구 산격동 1229-16,"대구광역시 북구 산격로 64, 1층 101호 (산격동)",북구,35.896029,128.605611
무본족발,한식,대구광역시 북구 동변동 686-5,"대구광역시 북구 동변로 76-1, 1층 (동변동)",북구,35.919933,128.603874
무쇠삼겹,식육(숯불구이),대구광역시 북구 산격동 748-6,"대구광역시 북구 연암로 174, 1층 (산격동)",북구,35.899636,128.596676
무쇠포차 칠곡점,한식,대구광역시 북구 구암동 652,대구광역시 북구 구암로32길 6-12 (구암동),북구,35.931235,128.556777
무연돈,한식,대구광역시 북구 매천동 686,"대구광역시 북구 매천로 124, 1층 (매천동)",북구,35.908050,128.542154
무조건회도매센타,횟집,대구광역시 북구 산격동 1234-1,대구광역시 북구 대동로 2 (산격동),북구,35.898019,128.607664
무주구천동메기매운탕,한식,대구광역시 북구 서변동 1762-10,"대구광역시 북구 서변로 23-8, 1층 (서변동)",북구,35.917824,128.596184
무지개구이식당,한식,대구광역시 북구 침산동 15-7 옥산상가 1동 1호,"대구광역시 북구 침산남로 210, 1동 1호 (침산동,옥산상가)",북구,35.886297,128.598768
무진장 면옥,한식,대구광역시 북구 노원동3가 1005-1,"대구광역시 북구 노원로 54, 1층 (노원동3가)",북구,35.892641,128.568683
무청 감자탕(대구사수점),한식,대구광역시 북구 사수동 965,"대구광역시 북구 한강로4길 13, 1, 2층 105, 106호 (사수동)",북구,35.895487,128.514535
무태닭칼국수,한식,대구광역시 북구 서변동 1001,"대구광역시 북구 환성정길 13, 1층 (서변동)",북구,35.922364,128.595347
무태메기매운탕,한식,대구광역시 북구 서변동 1257,대구광역시 북구 고촌길 236 (서변동),북구,35.914561,128.598686
무태숯불갈비,일식,대구광역시 북구 동변동 668-8,대구광역시 북구 동변로13길 14-1 (동변동),북구,35.919422,128.602134
무태옛날통닭,호프/통닭,대구광역시 북구 서변동 1732-8,"대구광역시 북구 서변로 111, 1층 (서변동)",북구,35.925512,128.596652
무학산오리하우스 대구칠곡점,식육(숯불구이),대구광역시 북구 학정동 375-2 (1층),"대구광역시 북구 학정로 565, 1층 (학정동)",북구,35.955349,128.566289
무한쿡,한식,대구광역시 북구 태전동 1071-3,"대구광역시 북구 태암로6길 23-19, 1층 (태전동)",북구,35.927177,128.549873
묵돌이식당,한식,대구광역시 북구 노원동2가 48-4 외1필지(48-2),"대구광역시 북구 노원동로12길 51 (노원동2가,외1필지(48-2))",북구,35.890880,128.576424
묵자푸드,한식,대구광역시 북구 관음동 1315-7,대구광역시 북구 관음중앙로11길 2 (관음동),북구,35.939490,128.544209
묵짜국수,한식,대구광역시 북구 칠성동1가 18-10,"대구광역시 북구 칠성시장로7길 43, 1층 (칠성동1가)",북구,35.875380,128.602058
묵향구이,한식,대구광역시 북구 산격동 440-15,"대구광역시 북구 대불서길 53-13, 1층 (산격동)",북구,35.904014,128.612158
문전성시,한식,대구광역시 북구 사수동 822,"대구광역시 북구 내곡로 36, 103호 (사수동)",북구,35.898813,128.509905
물레방아,한식,대구광역시 북구 구암동 829-7,대구광역시 북구 구암로50길 1-12 (구암동),북구,35.933732,128.566579
물항구 해물찜(칠곡 구암점),한식,대구광역시 북구 구암동 797-5,대구광역시 북구 구암로49길 17 (구암동),북구,35.933168,128.564094
물항구해물찜 침산점,한식,대구광역시 북구 침산동 341-4 시그니처타워,"대구광역시 북구 침산로 173, 시그니처타워 101호 (침산동)",북구,35.891223,128.589902
뭉돌이흑돼지,한식,대구광역시 북구 복현동 400-3,대구광역시 북구 동북로 218 (복현동),북구,35.896731,128.615673
뭉치뒷고기,한식,대구광역시 북구 서변동 1758-8,대구광역시 북구 호국로39길 29 (서변동),북구,35.918686,128.595995
뮤지션3040,까페,대구광역시 북구 동천동 908-1 (7층),"대구광역시 북구 동천로 125, 7층 (동천동)",북구,35.942747,128.560467
미(美)조돌,한식,대구광역시 북구 고성동3가 102-25,"대구광역시 북구 고성로 153, 1층 (고성동3가)",북구,35.880976,128.582836
미가,한식,대구광역시 북구 산격동 26,대구광역시 북구 검단북로2길 35 (산격동),북구,35.912049,128.610729
미가식당,한식,대구광역시 북구 태전동 476-3,"대구광역시 북구 학정로13길 29, A동 1층 (태전동)",북구,35.916501,128.549180
미니미,경양식,대구광역시 북구 동천동 941-5,"대구광역시 북구 동천로 41, 1층 (동천동)",북구,35.935495,128.558909
미들31,까페,대구광역시 북구 산격동 1321-11,대구광역시 북구 대학로23길 11 (산격동),북구,35.894323,128.610821
미락생고기,한식,대구광역시 북구 복현동 360-78,대구광역시 북구 복현로 30 (복현동),북구,35.894395,128.624508
미락원,중국식,대구광역시 북구 사수동 921,"대구광역시 북구 한강로6길 6, 1층 (사수동)",북구,35.896729,128.515481
"미래반찬, 보리밥 연경",한식,대구광역시 북구 연경동 926-2,"대구광역시 북구 연경중앙로 45, 1층 (연경동)",북구,35.946308,128.617391
미래실내포차,정종/대포집/소주방,대구광역시 북구 노원동2가 362,"대구광역시 북구 팔달로37길 17, 1층 (노원동2가)",북구,35.889025,128.570943
미림구이식당,한식,대구광역시 북구 관음동 1353-11,대구광역시 북구 관음동로 59 (관음동),북구,35.938161,128.546976
미림촌,한식,대구광역시 북구 산격동 489-29,"대구광역시 북구 대불서길 15, 1층 (산격동)",북구,35.900829,128.614201
미면당&마시그래이 대구FC경기장점,한식,대구광역시 북구 고성동3가 2,"대구광역시 북구 고성로 191, 다목적체육센터 내 유소년축구센터  관리동 1층 (고성동3가)",북구,35.881425,128.587690
미미관 침산점,중국식,대구광역시 북구 침산동 430-1,"대구광역시 북구 침산남로 96, 104,105호 (침산동)",북구,35.888676,128.586480
미미관마라탕,식육(숯불구이),대구광역시 북구 태전동 1108,"대구광역시 북구 학정로 40, 1층 101,102,103 후면호 (태전동)",북구,35.913228,128.547164
미미관마라탕동서변점,중국식,대구광역시 북구 서변동 1787-1,"대구광역시 북구 호국로 211, 1층 (서변동)",북구,35.920381,128.599043
미미관복현점,김밥(도시락),대구광역시 북구 복현동 121-1,대구광역시 북구 복현로 100 (복현동),북구,35.899730,128.621433
미미맛집,한식,대구광역시 북구 구암동 780-4,대구광역시 북구 동암로38길 19-13 (구암동),북구,35.941923,128.570080
미분당(칠곡점),한식,대구광역시 북구 구암동 765-5 센츄럴비즈니스빌딩,"대구광역시 북구 학정로 430, 센츄럴비즈니스빌딩 1층 104호 (구암동)",북구,35.942979,128.564033
미쁨,한식,대구광역시 북구 읍내동 1234-82,"대구광역시 북구 칠곡중앙대로126길 41, 3동 1층 (읍내동)",북구,35.948161,128.555432
미성고기마을,한식,대구광역시 북구 국우동 1095-8,"대구광역시 북구 동암로37길 3, 1층 (국우동)",북구,35.943721,128.571021
미성당납작만두칠곡점,통닭(치킨),대구광역시 북구 동천동 945-7,대구광역시 북구 대천로18길 28 (동천동),북구,35.934712,128.557210
미성식당,한식,대구광역시 북구 복현동 476-1,"대구광역시 북구 동북로58길 5, 1층 (복현동)",북구,35.892209,128.620724
미성참갈비,한식,대구광역시 북구 서변동 1783,대구광역시 북구 호국로43길 8-34 (서변동),북구,35.922487,128.598762
미소대게,한식,대구광역시 북구 고성동2가 10-2,"대구광역시 북구 고성로 204-1, 1층 (고성동2가)",북구,35.879566,128.588235
미소뜰,한식,대구광역시 북구 연경동 926-2,"대구광역시 북구 연경중앙로 45, 1층 107호 (연경동)",북구,35.946308,128.617391
미소복어,한식,대구광역시 북구 학정동 922-1,대구광역시 북구 학정로 551-18 (학정동),북구,35.954485,128.565384
미소식당,한식,대구광역시 북구 검단동 838-4 팩토리밸리(1층) 109동 112호,"대구광역시 북구 검단로 135, 109동 1층 112호 (검단동, 팩토리밸리)",북구,35.909536,128.621548
미소식당,한식,대구광역시 북구 노원동2가 189-4 성경로얄센트로아파트,"대구광역시 북구 노원로10길 99, 1층 101,102호 (노원동2가, 성경로얄센트로아파트)",북구,35.891029,128.573018
미소야침산점,일식,대구광역시 북구 칠성동2가 89-1,"대구광역시 북구 옥산로 87, 1층 102호 (칠성동2가, 태왕아너스로뎀플러스)",북구,35.884548,128.585562
미소정멧돌순두부,한식,대구광역시 북구 산격동 1497-39,대구광역시 북구 대구체육관로8길 7 (산격동),북구,35.891937,128.603713
미소푸드,한식,대구광역시 북구 학정동 724,대구광역시 북구 구리로7길 65-14 (학정동),북구,35.952776,128.559639
미송식당,한식,대구광역시 북구 구암동 780-1,대구광역시 북구 동암로38길 9-4 (구암동),북구,35.942214,128.570405
미숙이네식탁,한식,대구광역시 북구 산격동 491 산격동럭키아파트,"대구광역시 북구 동북로37길 14-19, 1층 (산격동, 산격동럭키아파트)",북구,35.899570,128.614529
미스터 고릴라,호프/통닭,"대구광역시 북구 칠성동2가 127 성광우방아파트 125동 109,110호","대구광역시 북구 호암로 20, 125동 109,110호 (칠성동2가,성광우방아파트)",북구,35.881631,128.592436
미스터 김치왕,한식,대구광역시 북구 읍내동 1361-4,"대구광역시 북구 대천로 49, 1층 (읍내동)",북구,35.937580,128.554512
미스터봉막창,식육(숯불구이),대구광역시 북구 침산동 101-1 삼정그린코아 103동 103호,"대구광역시 북구 중앙대로 570, 103동 103호 (침산동,삼정그린코아)",북구,35.883414,128.598143
미스터세븐복현2호점,한식,대구광역시 북구 복현동 412-1,대구광역시 북구 경진로1길 8 (복현동),북구,35.896022,128.614876
미스트짱7090라이브,라이브카페,대구광역시 북구 동천동 897-2,"대구광역시 북구 동천로 138-10, 4층 (동천동)",북구,35.943575,128.562096
미식본가 순대국밥,한식,대구광역시 북구 침산동 674-1,"대구광역시 북구 노원로 270, A동 1층 (침산동)",북구,35.900148,128.589469
미쓰램,한식,대구광역시 북구 서변동 1746-1,"대구광역시 북구 호국로43길 28-8, 1층 (서변동)",북구,35.921341,128.596270
미양꼬치,식육(숯불구이),대구광역시 북구 고성동2가 33-1,"대구광역시 북구 고성로 188, 1층 (고성동2가)",북구,35.879890,128.586671
미운놈포차,정종/대포집/소주방,대구광역시 북구 대현동 119-44,"대구광역시 북구 경대로7길 32, 2층 (대현동)",북구,35.885578,128.610632
미자국밥,한식,대구광역시 북구 동천동 947-1,대구광역시 북구 팔거천동로26길 4 (동천동),북구,35.935558,128.556565
미자포차(고성점),정종/대포집/소주방,대구광역시 북구 고성동3가 5-95,대구광역시 북구 고성북로 42 (고성동3가),북구,35.883280,128.583964
미정식당,한식,대구광역시 북구 구암동 663-6,대구광역시 북구 팔거천동로 24 (구암동),북구,35.927012,128.551916
미진 생삼겹,한식,대구광역시 북구 고성동3가 1-2,대구광역시 북구 옥산로 126 (고성동3가),북구,35.883108,128.589253
미진식당,한식,대구광역시 북구 노원동2가 384,"대구광역시 북구 팔달로35길 14, 102호 (노원동2가)",북구,35.888884,128.569986
미진축산 칠곡점,식육(숯불구이),대구광역시 북구 동천동 909-6,"대구광역시 북구 동천로 122, 1층 (동천동)",북구,35.942481,128.560976
미친족,한식,대구광역시 북구 태전동 204-8,"대구광역시 북구 태전로1길 24, 1층 (태전동)",북구,35.920160,128.543590
미친족발보쌈,한식,대구광역시 북구 칠성동2가 418-5,"대구광역시 북구 칠성로 81-2, 1층 (칠성동2가)",북구,35.878853,128.598594
미카도스시 대구칠곡3지구점,일식,대구광역시 북구 동천동 953-2,"대구광역시 북구 동천로23길 30-21, 1층 101,102,103,104호 (동천동)",북구,35.943893,128.557381
미카도스시 대구칠성점,일식,대구광역시 북구 칠성동2가 718,"대구광역시 북구 칠성남로 121, 1층 (칠성동2가)",북구,35.878070,128.594092
미향원,일식,대구광역시 북구 매천동 688,대구광역시 북구 매전로4길 6-11 (매천동),북구,35.908209,128.542911
미화짬뽕,중국식,대구광역시 북구 동천동 876,"대구광역시 북구 동천로 5-3, 1층 (동천동)",북구,35.932158,128.557837
민들레상점(대구 경북대점),분식,대구광역시 북구 대현동 198-2,"대구광역시 북구 대현로19길 12, 지하1층 (대현동)",북구,35.883387,128.610321
민지네산오징어,한식,대구광역시 북구 읍내동 1073,대구광역시 북구 대천로 35 (읍내동),북구,35.937770,128.553257
민짱손맛,한식,대구광역시 북구 태전동 1121,"대구광역시 북구 매전로 72-3, 1층 101호 (태전동)",북구,35.912326,128.547444
밀떡궁합,한식,대구광역시 북구 대현동 222-20,대구광역시 북구 대현로13길 7-1 (대현동),북구,35.884372,128.607074
밀알케터링경북대점,한식,대구광역시 북구 산격동 1370-1 경북대학교,"대구광역시 북구 대학로 80, 경북대학교 공대12호관 지하1층 (산격동)",북구,35.890707,128.610019
바나나,경양식,대구광역시 북구 복현동 459-9,"대구광역시 북구 동북로 264-2, 2층 (복현동)",북구,35.893735,128.619495
바다마을 생선굽는집,한식,대구광역시 북구 읍내동 506-1,대구광역시 북구 동암로 7-5 (읍내동),북구,35.947367,128.552413
바다복어,한식,대구광역시 북구 복현동 375-2,"대구광역시 북구 동북로61길 6-1, 1층 (복현동)",북구,35.892107,128.624315
바다속회,일식,대구광역시 북구 연경동 1037-1,"대구광역시 북구 연경중앙로 4, 1층 107호 (연경동)",북구,35.942773,128.618482
바다수산,횟집,대구광역시 북구 노원동3가 871-6,"대구광역시 북구 팔달로33길 28-2, 1층 (노원동3가)",북구,35.889863,128.567756
바다양푼이 동태탕 찜(팔달시장점),한식,대구광역시 북구 노원동2가 224-4,대구광역시 북구 팔달로41길 62 (노원동2가),북구,35.890440,128.574111
바다양푼이동태탕,한식,대구광역시 북구 매천동 689,대구광역시 북구 매전로4길 6-9 (매천동),북구,35.908173,128.543217
바다양푼이동태탕 동천점,한식,대구광역시 북구 동천동 911-5,"대구광역시 북구 동천로24길 17, 107호 (동천동)",북구,35.941983,128.562492
바다양푼이동태탕 서변점,한식,대구광역시 북구 서변동 1784,"대구광역시 북구 호국로43길 8-30, 1층 (서변동)",북구,35.922271,128.598718
바다양푼이동태탕 유통단지점,한식,대구광역시 북구 산격동 443-1,"대구광역시 북구 대불서길 57, 1층 (산격동)",북구,35.904185,128.612237
바다양푼이동태탕대구침산점,한식,대구광역시 북구 침산동 218-7,"대구광역시 북구 침산남로 161, 1층 (침산동)",북구,35.887751,128.593593
바다와 칠곡점,횟집,대구광역시 북구 동천동 897-7,"대구광역시 북구 동천로 138-24, 1층 (동천동)",북구,35.943127,128.562664
바다특별시,한식,대구광역시 북구 침산동 221-3,"대구광역시 북구 침산남로31길 10, 1층 (침산동)",북구,35.888378,128.593428
바다품은해물찜(본점),한식,대구광역시 북구 대현동 270-9 늘푸른주상복합,"대구광역시 북구 대현로 106, 1층 104호 (대현동, 늘푸른주상복합)",북구,35.881780,128.610787
바다해담미역,한식,대구광역시 북구 읍내동 1341,"대구광역시 북구 칠곡중앙대로 450, 106호 (읍내동)",북구,35.935891,128.549437
바다해포차,횟집,대구광역시 북구 태전동 1119,"대구광역시 북구 매전로 72-17, 1층 (태전동)",북구,35.912847,128.547586
바다회도매,횟집,대구광역시 북구 칠성동2가 355-1 칠성우방맨션 201동 110호,"대구광역시 북구 중앙대로105길 22, 201동 110호 (칠성동2가,칠성우방맨션)",북구,35.880722,128.593892
바다회목장,횟집,대구광역시 북구 관음동 1364-15,대구광역시 북구 칠곡중앙대로91길 22 (관음동),북구,35.936627,128.546563
바로만든족발칠곡점,한식,대구광역시 북구 국우동 1099-5,"대구광역시 북구 학남로 97, 1층 103호 (국우동)",북구,35.944026,128.569752
바로바로치킨,호프/통닭,대구광역시 북구 읍내동 1362-1,대구광역시 북구 팔거천서로 147-1 (읍내동),북구,35.937681,128.555041
바로커통닭,한식,대구광역시 북구 산격동 762-33,대구광역시 북구 연암로31길 25 (산격동),북구,35.898663,128.594360
바르다김선생롯데백화점대구역점,한식,대구광역시 북구 칠성동2가 302-155,"대구광역시 북구 태평로 161, 지하2층 (칠성동2가, 롯데백화점대구점)",북구,35.875803,128.595909
바르미샤브칼국수칠곡점,한식,대구광역시 북구 관음동 1402-8,대구광역시 북구 칠곡중앙대로91길 5-11 (관음동),북구,35.935247,128.548275
바른갈비찜침산점,한식,대구광역시 북구 침산동 10-2,"대구광역시 북구 침산남로44길 45, 1층 (침산동)",북구,35.884452,128.598657
바른보쌈1990 대구칠곡점,한식,대구광역시 북구 읍내동 1003,"대구광역시 북구 대천로9길 11-5, 1층 (읍내동)",북구,35.938663,128.554122
바른치킨대구FC아레나점,호프/통닭,대구광역시 북구 고성동3가 2,"대구광역시 북구 고성로 191, 1층 편익시설-6호 (고성동3가)",북구,35.881425,128.587690
바른풍미 숯불구이,한식,대구광역시 북구 구암동 791-3,대구광역시 북구 구암로39길 7 (구암동),북구,35.932147,128.561950
바른한끼,한식,대구광역시 북구 노원동2가 367-1,"대구광역시 북구 팔달로 201-9, 1층 (노원동2가)",북구,35.888486,128.572408
바름,한식,대구광역시 북구 태전동 155-33,"대구광역시 북구 태전로 33, 1층 (태전동)",북구,35.923214,128.544323
바바손만두김밥,분식,대구광역시 북구 태전동 793-1,"대구광역시 북구 칠곡중앙대로 190, 1층 (태전동)",북구,35.913019,128.548797
바보아재막창(동천점),식육(숯불구이),대구광역시 북구 동천동 911-8,대구광역시 북구 동천로24길 7 (동천동),북구,35.941987,128.561545
바사쿠치킨,호프/통닭,대구광역시 북구 매천동 750 한신더휴웨스턴팰리스,"대구광역시 북구 매전로4길 32, 403동 지하1층 304호 (매천동, 한신더휴웨스턴팰리스)",북구,35.905281,128.542547
바사쿠치킨 3지구점,호프/통닭,대구광역시 북구 동천동 912-1 일도프라자,"대구광역시 북구 학정로 421, 일도프라자 1층 104호 (동천동)",북구,35.942379,128.563086
바사쿠치킨 동서변연경점,호프/통닭,대구광역시 북구 동변동 669-1,대구광역시 북구 동변로 97 (동변동),북구,35.920802,128.602575
바삭돌이,호프/통닭,"대구광역시 북구 칠성동2가 2-2 푸르지오상가 102,103호","대구광역시 북구 침산로21길 23, 오피스텔동 102,103호 (칠성동2가, 침산1차푸르지오)",북구,35.885245,128.587974
바삭치킨호프,호프/통닭,대구광역시 북구 노원동1가 502,"대구광역시 북구 옥산로7길 6, 1층 (노원동1가)",북구,35.886225,128.580570
바세인트(Bar Saint),호프/통닭,대구광역시 북구 산격동 1309-31,"대구광역시 북구 대학로23길 16-5, 2층 (산격동)",북구,35.894499,128.610265
바오김밥 산격점,김밥(도시락),대구광역시 북구 산격동 500-1 대우아파트상가 201동 103호,"대구광역시 북구 동북로 163, 201동 103호 (산격동, 산격대우아파트)",북구,35.900558,128.611148
바우네,한식,대구광역시 북구 산격동 1414-53,대구광역시 북구 대학로13길 3-6 (산격동),북구,35.891941,128.607533
바위섬낙지,한식,대구광역시 북구 동천동 928-1,대구광역시 북구 팔거천동로34길 2 (동천동),북구,35.938391,128.557987
박가네식당,한식,대구광역시 북구 관음동 1402-2,"대구광역시 북구 칠곡중앙대로 447, 1층 (관음동)",북구,35.935564,128.548582
박가장어,한식,대구광역시 북구 학정동 311-4,"대구광역시 북구 학정로109길 17-3, 1층 (학정동)",북구,35.952104,128.564063
박군자진주냉면(칠곡점),한식,대구광역시 북구 동천동 892-3 106호,"대구광역시 북구 팔거천동로 222 (동천동,106호)",북구,35.943651,128.558658
박대박식당,한식,대구광역시 북구 노원동2가 210-1,대구광역시 북구 오봉로 27 (노원동2가),북구,35.889871,128.576662
박대포막창,식육(숯불구이),대구광역시 북구 고성동3가 73,"대구광역시 북구 고성북로 31, 1층 (고성동3가)",북구,35.882513,128.583295
박대포소금구이,식육(숯불구이),대구광역시 북구 동천동 897-7,대구광역시 북구 동천로 138-24 (동천동),북구,35.943127,128.562664
박돈숯불돼지갈비,식육(숯불구이),대구광역시 북구 사수동 922,"대구광역시 북구 한강로6길 8, 1층 (사수동)",북구,35.896614,128.515466
박만배아리랑보쌈 칠곡3지구점,식육(숯불구이),대구광역시 북구 동천동 907-1,"대구광역시 북구 동천로23길 18, 1층 107호 (동천동)",북구,35.942432,128.558916
박서방고깃집,한식,대구광역시 북구 검단동 1136-1,대구광역시 북구 검단로49길 20 (검단동),북구,35.915392,128.627856
박서방고깃집,한식,대구광역시 북구 산격동 741-19,대구광역시 북구 동북로 28 (산격동),북구,35.901352,128.597067
박수암(朴壽巖)덕산뒷고기,식육(숯불구이),대구광역시 북구 동천동 910-2,"대구광역시 북구 동천로 128-12, 1층 102호 (동천동)",북구,35.942523,128.561976
박프로송탄부대찌개,한식,대구광역시 북구 고성동3가 102-2,"대구광역시 북구 고성로 149-20, 1층 (고성동3가)",북구,35.881699,128.582896
반딧불,호프/통닭,대구광역시 북구 국우동 1101-17,"대구광역시 북구 구암로 377, 2층 (국우동)",북구,35.943376,128.573034
반미리코,한식,대구광역시 북구 산격동 1321-5 1층,"대구광역시 북구 대학로23길 7, 1층 (산격동)",북구,35.894482,128.611302
반반한술상,정종/대포집/소주방,대구광역시 북구 구암동 796-3,"대구광역시 북구 구암로41길 11, 1층 (구암동)",북구,35.932593,128.563250
반반한찌개한상,한식,대구광역시 북구 대현동 112-42 대현신화맨션,"대구광역시 북구 경대로5길 25, 상가동 1층 103호 (대현동, 대현신화맨션)",북구,35.884175,128.611476
"반석생갈비 복현,경대북문점",식육(숯불구이),대구광역시 북구 산격동 1281-26,"대구광역시 북구 대동로 51-1, 1층 (산격동)",북구,35.896203,128.612484
반올림피자샵연경점,경양식,대구광역시 북구 연경동 1042-5,"대구광역시 북구 연경중앙로2길 11, 1층 (연경동)",북구,35.942632,128.619257
반한소(침산점),식육(숯불구이),대구광역시 북구 고성동3가 102-15,"대구광역시 북구 고성북로 17, 1층 (고성동3가)",북구,35.881204,128.582873
반할밥상,한식,대구광역시 북구 노원동3가 20-6,"대구광역시 북구 노원로1길 183, 1층 (노원동3가)",북구,35.900337,128.576941
발렌타인,한식,대구광역시 북구 검단동 936-9,대구광역시 북구 검단로 114 (검단동),북구,35.906612,128.620306
발루토커피,경양식,대구광역시 북구 노원동1가 383,대구광역시 북구 원대로19길 6 (노원동1가),북구,35.885898,128.581508
밝은싱싱식당,한식,대구광역시 북구 침산동 1030-1,대구광역시 북구 오봉로 142 (침산동),북구,35.899958,128.579722
밤도깨비,정종/대포집/소주방,대구광역시 북구 관음동 1275-2,"대구광역시 북구 관음중앙로 116-1, 1층 (관음동)",북구,35.944163,128.545492
밤바다,한식,대구광역시 북구 침산동 329-2,"대구광역시 북구 침산로 168, 1층 101호 (침산동)",북구,35.890937,128.590920
밤새우는닭,통닭(치킨),대구광역시 북구 서변동 1759-9,대구광역시 북구 서변로 33 (서변동),북구,35.918491,128.596456
밤술포차,정종/대포집/소주방,대구광역시 북구 동변동 669-1,"대구광역시 북구 동변로 97, 1층 (동변동)",북구,35.920802,128.602575
밥 해주는 사람,한식,대구광역시 북구 대현동 226-17,"대구광역시 북구 대현로13길 5, 1층 (대현동)",북구,35.884104,128.606862
밥구정로데오 경북대점,한식,대구광역시 북구 대현동 25-22,"대구광역시 북구 경대로7길 53, 1층 (대현동)",북구,35.885289,128.608672
밥먹고(GO),한식,대구광역시 북구 노원동3가 1205-3,"대구광역시 북구 노원로1길 194, 1층 (노원동3가)",북구,35.900184,128.578173
밥스,한식,대구광역시 북구 복현동 338-6,"대구광역시 북구 동북로57길 6, 1층 (복현동)",북구,35.892943,128.622251
밥싸다구 대구본점,경양식,대구광역시 북구 태전동 1023-11,"대구광역시 북구 태암로 23, 1층 (태전동)",북구,35.928693,128.550472
밥에찬,한식,대구광역시 북구 태전동 156-1,"대구광역시 북구 태전로 15, 다동 1층 125호 (태전동)",북구,35.921671,128.544931
밥이랑국수랑,한식,대구광역시 북구 학정동 927-10,"대구광역시 북구 학정로110길 28, 1층 (학정동)",북구,35.952394,128.567436
밥장군 관음점,한식,대구광역시 북구 관음동 1275-16,"대구광역시 북구 관음중앙로28길 6, 1층 (관음동)",북구,35.944675,128.546923
밥정,한식,대구광역시 북구 읍내동 1341,"대구광역시 북구 칠곡중앙대로 450, 1층 105호 (읍내동)",북구,35.935891,128.549437
밥집,한식,대구광역시 북구 노원동3가 612,대구광역시 북구 팔달로 63 (노원동3가),북구,35.890407,128.557249
밥차남(경북대점),한식,대구광역시 북구 산격동 1321-17,"대구광역시 북구 대학로 107, 지하1층 (산격동)",북구,35.894203,128.611214
밥통령,한식,대구광역시 북구 복현동 338-2,"대구광역시 북구 동북로57길 8, 1층 (복현동)",북구,35.893129,128.622412
밥플러스 대구칠곡점,한식,대구광역시 북구 읍내동 1373-3,"대구광역시 북구 구암로17길 12, 1층 101호 (읍내동)",북구,35.933479,128.550778
방천가족족발 고성점,한식,대구광역시 북구 고성동3가 38-4,대구광역시 북구 옥산로 76 (고성동3가),북구,35.884183,128.584093
방천가족족발 칠곡점,한식,대구광역시 북구 동천동 911-4,대구광역시 북구 동천로24길 17-9 (동천동),북구,35.942123,128.562273
방촌원조잔치국수 구암역점,한식,대구광역시 북구 태전동 1059-12,"대구광역시 북구 태암남로 13, 1층 (태전동)",북구,35.925609,128.548922
방촌원조잔치국수 산격점,한식,대구광역시 북구 산격동 1235-1,대구광역시 북구 산격로 106 (산격동),북구,35.898895,128.608158
방촌원조잔치국수 연경점,한식,대구광역시 북구 연경동 987 연경동화 아이위시,"대구광역시 북구 동화천로 190, 301동 1층 115호 (연경동, 연경동화 아이위시)",북구,35.940185,128.613924
방촌원조잔치국수 침산점,한식,대구광역시 북구 칠성동2가 1-2 MH엘퍼스트 오페라,"대구광역시 북구 침산로21길 41, MH엘퍼스트 오페라 1층 108호 (칠성동2가)",북구,35.885872,128.586196
방촌원조잔치국수(본점),한식,대구광역시 북구 복현동 460-4,"대구광역시 북구 동북로 278, 1층 (복현동)",북구,35.892931,128.620523
방촌할머니손두부,한식,대구광역시 북구 태전동 508-2,"대구광역시 북구 칠곡중앙대로43길 14, 1층 (태전동)",북구,35.915329,128.546868
배떡,정종/대포집/소주방,대구광역시 북구 국우동 1081-4,"대구광역시 북구 구리로 140, 1층 (국우동)",북구,35.946773,128.570271
배떡(산격점),분식,대구광역시 북구 산격동 497-24,대구광역시 북구 동북로37길 14 (산격동),북구,35.899454,128.613809
