adm_nm,year,stock,closed,opened,rate
군위군 군위읍,2016,130,6,12,0.046
군위군 군위읍,2017,136,3,7,0.022
군위군 군위읍,2018,140,7,7,0.05
군위군 군위읍,2019,140,5,4,0.036
군위군 군위읍,2020,139,2,5,0.014
군위군 군위읍,2021,142,10,7,0.07
군위군 군위읍,2022,139,4,11,0.029
군위군 군위읍,2023,146,8,14,0.055
군위군 군위읍,2024,152,14,5,0.092
군위군 군위읍,2025,143,15,16,0.105
군위군 군위읍,2026,144,7,8,0.049
군위군 부계면,2016,93,2,4,0.022
군위군 부계면,2017,95,6,2,0.063
군위군 부계면,2018,91,6,1,0.066
군위군 부계면,2019,86,1,2,0.012
군위군 부계면,2020,87,3,1,0.034
군위군 부계면,2021,85,11,5,0.129
군위군 부계면,2022,79,2,2,0.025
군위군 부계면,2023,79,2,1,0.025
군위군 부계면,2024,78,6,3,0.077
군위군 부계면,2025,75,6,2,0.08
군위군 부계면,2026,71,2,2,0.028
군위군 산성면,2016,11,1,0,0.091
군위군 산성면,2017,10,0,4,0.0
군위군 산성면,2018,14,1,2,0.071
군위군 산성면,2019,15,0,1,0.0
군위군 산성면,2020,16,3,2,0.188
군위군 산성면,2021,15,0,2,0.0
군위군 산성면,2022,17,1,1,0.059
군위군 산성면,2023,17,0,0,0.0
군위군 산성면,2024,17,1,0,0.059
군위군 산성면,2025,16,5,5,0.312
군위군 산성면,2026,16,0,1,0.0
군위군 삼국유사면,2016,15,0,1,0.0
군위군 삼국유사면,2017,16,0,2,0.0
군위군 삼국유사면,2018,18,0,0,0.0
군위군 삼국유사면,2019,18,1,0,0.056
군위군 삼국유사면,2020,17,1,0,0.059
군위군 삼국유사면,2021,16,1,0,0.062
군위군 삼국유사면,2022,15,1,1,0.067
군위군 삼국유사면,2023,15,0,1,0.0
군위군 삼국유사면,2024,16,1,3,0.062
군위군 삼국유사면,2025,18,2,0,0.111
군위군 삼국유사면,2026,16,0,0,0.0
군위군 소보면,2016,18,0,1,0.0
군위군 소보면,2017,19,0,0,0.0
군위군 소보면,2018,19,1,0,0.053
군위군 소보면,2019,18,0,0,0.0
군위군 소보면,2020,18,1,1,0.056
군위군 소보면,2021,18,0,0,0.0
군위군 소보면,2022,18,1,3,0.056
군위군 소보면,2023,20,0,0,0.0
군위군 소보면,2024,20,2,0,0.1
군위군 소보면,2025,18,2,1,0.111
군위군 소보면,2026,17,0,0,0.0
군위군 우보면,2016,12,0,1,0.0
군위군 우보면,2017,13,1,1,0.077
군위군 우보면,2018,13,0,0,0.0
군위군 우보면,2019,13,1,0,0.077
군위군 우보면,2020,12,0,2,0.0
군위군 우보면,2021,14,2,1,0.143
군위군 우보면,2022,13,1,0,0.077
군위군 우보면,2023,12,0,0,0.0
군위군 우보면,2024,12,0,0,0.0
군위군 우보면,2025,12,0,0,0.0
군위군 우보면,2026,12,0,0,0.0
군위군 의흥면,2016,27,0,2,0.0
군위군 의흥면,2017,29,2,1,0.069
군위군 의흥면,2018,28,0,1,0.0
군위군 의흥면,2019,29,4,3,0.138
군위군 의흥면,2020,28,2,2,0.071
군위군 의흥면,2021,28,2,2,0.071
군위군 의흥면,2022,28,2,0,0.071
군위군 의흥면,2023,26,3,0,0.115
군위군 의흥면,2024,23,9,9,0.391
군위군 의흥면,2025,23,13,14,0.565
군위군 의흥면,2026,24,0,0,0.0
군위군 효령면,2016,36,0,1,0.0
군위군 효령면,2017,37,3,1,0.081
군위군 효령면,2018,35,1,2,0.029
군위군 효령면,2019,36,5,5,0.139
군위군 효령면,2020,36,1,4,0.028
군위군 효령면,2021,39,2,1,0.051
군위군 효령면,2022,38,1,2,0.026
군위군 효령면,2023,39,1,2,0.026
군위군 효령면,2024,40,3,1,0.075
군위군 효령면,2025,38,1,2,0.026
군위군 효령면,2026,39,1,1,0.026
남구 대명10동,2016,186,11,12,0.059
남구 대명10동,2017,187,14,9,0.075
남구 대명10동,2018,182,23,14,0.126
남구 대명10동,2019,173,9,13,0.052
남구 대명10동,2020,177,13,10,0.073
남구 대명10동,2021,174,19,9,0.109
남구 대명10동,2022,164,10,7,0.061
남구 대명10동,2023,161,11,13,0.068
남구 대명10동,2024,163,7,13,0.043
남구 대명10동,2025,169,24,12,0.142
남구 대명10동,2026,157,4,8,0.025
남구 대명11동,2016,135,11,11,0.081
남구 대명11동,2017,135,10,7,0.074
남구 대명11동,2018,132,15,13,0.114
남구 대명11동,2019,130,11,9,0.085
남구 대명11동,2020,128,12,15,0.094
남구 대명11동,2021,131,7,10,0.053
남구 대명11동,2022,134,11,6,0.082
남구 대명11동,2023,129,10,8,0.078
남구 대명11동,2024,127,20,17,0.157
남구 대명11동,2025,124,13,14,0.105
남구 대명11동,2026,125,20,4,0.16
남구 대명1동,2016,80,5,4,0.062
남구 대명1동,2017,79,9,7,0.114
남구 대명1동,2018,77,2,8,0.026
남구 대명1동,2019,83,8,10,0.096
남구 대명1동,2020,85,11,7,0.129
남구 대명1동,2021,81,8,14,0.099
남구 대명1동,2022,87,6,11,0.069
남구 대명1동,2023,92,7,7,0.076
남구 대명1동,2024,92,11,5,0.12
남구 대명1동,2025,86,12,5,0.14
남구 대명1동,2026,79,6,1,0.076
남구 대명2동,2016,198,14,19,0.071
남구 대명2동,2017,203,9,15,0.044
남구 대명2동,2018,209,18,21,0.086
남구 대명2동,2019,212,19,24,0.09
남구 대명2동,2020,217,17,14,0.078
남구 대명2동,2021,214,20,13,0.093
남구 대명2동,2022,207,20,30,0.097
남구 대명2동,2023,217,16,16,0.074
남구 대명2동,2024,217,19,16,0.088
남구 대명2동,2025,214,23,15,0.107
남구 대명2동,2026,206,15,6,0.073
남구 대명3동,2016,295,23,28,0.078
남구 대명3동,2017,300,34,25,0.113
남구 대명3동,2018,291,24,33,0.082
남구 대명3동,2019,300,21,21,0.07
남구 대명3동,2020,300,34,32,0.113
남구 대명3동,2021,298,40,37,0.134
남구 대명3동,2022,295,31,32,0.105
남구 대명3동,2023,296,21,29,0.071
남구 대명3동,2024,304,34,18,0.112
남구 대명3동,2025,288,34,21,0.118
남구 대명3동,2026,275,27,14,0.098
남구 대명4동,2016,168,8,13,0.048
남구 대명4동,2017,173,13,17,0.075
남구 대명4동,2018,177,17,11,0.096
남구 대명4동,2019,171,12,22,0.07
남구 대명4동,2020,181,18,22,0.099
남구 대명4동,2021,185,26,13,0.141
남구 대명4동,2022,172,20,21,0.116
남구 대명4동,2023,173,12,8,0.069
남구 대명4동,2024,169,19,12,0.112
남구 대명4동,2025,162,19,4,0.117
남구 대명4동,2026,147,12,7,0.082
남구 대명5동,2016,187,8,14,0.043
남구 대명5동,2017,193,16,14,0.083
남구 대명5동,2018,191,17,15,0.089
남구 대명5동,2019,189,9,14,0.048
남구 대명5동,2020,194,20,16,0.103
남구 대명5동,2021,190,22,18,0.116
남구 대명5동,2022,186,11,7,0.059
남구 대명5동,2023,182,15,12,0.082
남구 대명5동,2024,179,15,12,0.084
남구 대명5동,2025,176,19,6,0.108
남구 대명5동,2026,163,13,6,0.08
남구 대명6동,2016,83,9,15,0.108
남구 대명6동,2017,89,5,10,0.056
남구 대명6동,2018,94,9,9,0.096
남구 대명6동,2019,94,10,12,0.106
남구 대명6동,2020,96,18,11,0.188
남구 대명6동,2021,89,15,27,0.169
남구 대명6동,2022,101,13,9,0.129
남구 대명6동,2023,97,13,20,0.134
남구 대명6동,2024,104,12,7,0.115
남구 대명6동,2025,99,16,7,0.162
남구 대명6동,2026,90,8,5,0.089
남구 대명9동,2016,221,22,25,0.1
남구 대명9동,2017,224,20,24,0.089
남구 대명9동,2018,228,20,23,0.088
남구 대명9동,2019,231,19,19,0.082
남구 대명9동,2020,231,29,21,0.126
남구 대명9동,2021,223,14,16,0.063
남구 대명9동,2022,225,19,12,0.084
남구 대명9동,2023,218,15,22,0.069
남구 대명9동,2024,225,22,14,0.098
남구 대명9동,2025,217,25,11,0.115
남구 대명9동,2026,203,10,4,0.049
남구 봉덕1동,2016,149,14,9,0.094
남구 봉덕1동,2017,144,15,11,0.104
남구 봉덕1동,2018,140,18,18,0.129
남구 봉덕1동,2019,140,20,23,0.143
남구 봉덕1동,2020,143,18,19,0.126
남구 봉덕1동,2021,144,16,20,0.111
남구 봉덕1동,2022,148,8,9,0.054
남구 봉덕1동,2023,149,6,7,0.04
남구 봉덕1동,2024,150,15,12,0.1
남구 봉덕1동,2025,147,13,12,0.088
남구 봉덕1동,2026,146,4,4,0.027
남구 봉덕2동,2016,134,4,8,0.03
남구 봉덕2동,2017,138,9,13,0.065
남구 봉덕2동,2018,142,11,8,0.077
남구 봉덕2동,2019,139,14,7,0.101
남구 봉덕2동,2020,132,6,10,0.045
남구 봉덕2동,2021,136,14,13,0.103
남구 봉덕2동,2022,135,19,5,0.141
남구 봉덕2동,2023,121,3,6,0.025
남구 봉덕2동,2024,124,13,4,0.105
남구 봉덕2동,2025,115,11,6,0.096
남구 봉덕2동,2026,110,8,2,0.073
남구 봉덕3동,2016,215,18,19,0.084
남구 봉덕3동,2017,216,24,26,0.111
남구 봉덕3동,2018,218,36,16,0.165
남구 봉덕3동,2019,198,20,12,0.101
남구 봉덕3동,2020,190,24,24,0.126
남구 봉덕3동,2021,190,12,21,0.063
남구 봉덕3동,2022,199,18,14,0.09
남구 봉덕3동,2023,195,22,29,0.113
남구 봉덕3동,2024,202,35,33,0.173
남구 봉덕3동,2025,200,40,32,0.2
남구 봉덕3동,2026,192,10,16,0.052
남구 이천동,2016,89,5,14,0.056
남구 이천동,2017,98,6,10,0.061
남구 이천동,2018,102,5,13,0.049
남구 이천동,2019,110,8,14,0.073
남구 이천동,2020,116,11,8,0.095
남구 이천동,2021,113,10,15,0.088
남구 이천동,2022,118,14,12,0.119
남구 이천동,2023,116,8,10,0.069
남구 이천동,2024,118,15,5,0.127
남구 이천동,2025,108,11,6,0.102
남구 이천동,2026,103,6,0,0.058
달서구 감삼동,2016,316,27,36,0.085
달서구 감삼동,2017,325,12,18,0.037
달서구 감삼동,2018,331,31,31,0.094
달서구 감삼동,2019,331,26,23,0.079
달서구 감삼동,2020,328,32,35,0.098
달서구 감삼동,2021,331,31,30,0.094
달서구 감삼동,2022,330,29,47,0.088
달서구 감삼동,2023,348,37,50,0.106
달서구 감삼동,2024,361,51,35,0.141
달서구 감삼동,2025,345,40,46,0.116
달서구 감삼동,2026,351,21,16,0.06
달서구 도원동,2016,170,18,14,0.106
달서구 도원동,2017,166,5,13,0.03
달서구 도원동,2018,174,11,6,0.063
달서구 도원동,2019,169,11,14,0.065
달서구 도원동,2020,172,9,13,0.052
달서구 도원동,2021,176,10,10,0.057
달서구 도원동,2022,176,16,16,0.091
달서구 도원동,2023,176,13,10,0.074
달서구 도원동,2024,173,13,13,0.075
달서구 도원동,2025,173,19,15,0.11
달서구 도원동,2026,169,4,6,0.024
"달서구 두류1,2동",2016,226,17,18,0.075
"달서구 두류1,2동",2017,227,15,13,0.066
"달서구 두류1,2동",2018,225,17,22,0.076
"달서구 두류1,2동",2019,230,14,17,0.061
"달서구 두류1,2동",2020,233,12,19,0.052
"달서구 두류1,2동",2021,240,21,16,0.088
"달서구 두류1,2동",2022,235,18,19,0.077
"달서구 두류1,2동",2023,236,16,17,0.068
"달서구 두류1,2동",2024,237,19,16,0.08
"달서구 두류1,2동",2025,234,26,17,0.111
"달서구 두류1,2동",2026,225,12,7,0.053
달서구 두류3동,2016,262,60,61,0.229
달서구 두류3동,2017,263,44,69,0.167
달서구 두류3동,2018,288,46,49,0.16
달서구 두류3동,2019,291,47,52,0.162
달서구 두류3동,2020,296,23,22,0.078
달서구 두류3동,2021,295,16,15,0.054
달서구 두류3동,2022,294,51,46,0.173
달서구 두류3동,2023,289,57,52,0.197
달서구 두류3동,2024,284,65,46,0.229
달서구 두류3동,2025,265,59,55,0.223
달서구 두류3동,2026,261,7,42,0.027
달서구 본동,2016,187,13,12,0.07
달서구 본동,2017,186,10,8,0.054
달서구 본동,2018,184,13,6,0.071
달서구 본동,2019,177,12,14,0.068
달서구 본동,2020,179,10,12,0.056
달서구 본동,2021,181,22,13,0.122
달서구 본동,2022,172,15,12,0.087
달서구 본동,2023,169,18,12,0.107
달서구 본동,2024,163,18,5,0.11
달서구 본동,2025,150,13,7,0.087
달서구 본동,2026,144,4,3,0.028
달서구 본리동,2016,224,11,15,0.049
달서구 본리동,2017,228,8,20,0.035
달서구 본리동,2018,240,12,19,0.05
달서구 본리동,2019,247,17,20,0.069
달서구 본리동,2020,250,23,21,0.092
달서구 본리동,2021,248,17,17,0.069
달서구 본리동,2022,248,18,12,0.073
달서구 본리동,2023,242,30,21,0.124
달서구 본리동,2024,233,26,25,0.112
달서구 본리동,2025,232,35,22,0.151
달서구 본리동,2026,219,7,11,0.032
달서구 상인1동,2016,230,21,22,0.091
달서구 상인1동,2017,231,23,12,0.1
달서구 상인1동,2018,220,16,18,0.073
달서구 상인1동,2019,222,15,18,0.068
달서구 상인1동,2020,225,24,30,0.107
달서구 상인1동,2021,231,32,21,0.139
달서구 상인1동,2022,220,20,26,0.091
달서구 상인1동,2023,226,32,21,0.142
달서구 상인1동,2024,215,40,19,0.186
달서구 상인1동,2025,194,32,17,0.165
달서구 상인1동,2026,179,11,10,0.061
달서구 상인2동,2016,403,30,49,0.074
달서구 상인2동,2017,422,38,53,0.09
달서구 상인2동,2018,437,27,59,0.062
달서구 상인2동,2019,469,38,59,0.081
달서구 상인2동,2020,490,41,42,0.084
달서구 상인2동,2021,491,36,44,0.073
달서구 상인2동,2022,499,30,35,0.06
달서구 상인2동,2023,504,48,38,0.095
달서구 상인2동,2024,494,52,35,0.105
달서구 상인2동,2025,477,71,34,0.149
달서구 상인2동,2026,440,27,12,0.061
달서구 상인3동,2016,124,6,5,0.048
달서구 상인3동,2017,123,7,5,0.057
달서구 상인3동,2018,121,12,11,0.099
달서구 상인3동,2019,120,9,10,0.075
달서구 상인3동,2020,121,8,6,0.066
달서구 상인3동,2021,119,12,4,0.101
달서구 상인3동,2022,111,9,5,0.081
달서구 상인3동,2023,107,12,6,0.112
달서구 상인3동,2024,101,20,5,0.198
달서구 상인3동,2025,86,11,10,0.128
달서구 상인3동,2026,85,4,3,0.047
달서구 성당동,2016,274,22,17,0.08
달서구 성당동,2017,269,23,39,0.086
달서구 성당동,2018,285,38,41,0.133
달서구 성당동,2019,288,50,57,0.174
달서구 성당동,2020,295,25,24,0.085
달서구 성당동,2021,294,20,20,0.068
달서구 성당동,2022,294,33,35,0.112
달서구 성당동,2023,296,31,31,0.105
달서구 성당동,2024,296,58,26,0.196
달서구 성당동,2025,264,34,18,0.129
달서구 성당동,2026,248,15,11,0.06
달서구 송현1동,2016,219,19,16,0.087
달서구 송현1동,2017,216,18,21,0.083
달서구 송현1동,2018,219,21,15,0.096
달서구 송현1동,2019,213,22,17,0.103
달서구 송현1동,2020,208,14,21,0.067
달서구 송현1동,2021,215,25,17,0.116
달서구 송현1동,2022,207,18,11,0.087
달서구 송현1동,2023,200,20,22,0.1
달서구 송현1동,2024,202,42,16,0.208
달서구 송현1동,2025,176,13,10,0.074
달서구 송현1동,2026,173,14,2,0.081
달서구 송현2동,2016,335,13,19,0.039
달서구 송현2동,2017,341,27,26,0.079
달서구 송현2동,2018,340,34,22,0.1
달서구 송현2동,2019,328,38,21,0.116
달서구 송현2동,2020,311,29,25,0.093
달서구 송현2동,2021,307,26,21,0.085
달서구 송현2동,2022,302,26,15,0.086
달서구 송현2동,2023,291,31,29,0.107
달서구 송현2동,2024,289,41,11,0.142
달서구 송현2동,2025,259,21,15,0.081
달서구 송현2동,2026,253,14,11,0.055
달서구 신당동,2016,672,38,52,0.057
달서구 신당동,2017,686,39,55,0.057
달서구 신당동,2018,702,47,78,0.067
달서구 신당동,2019,733,46,68,0.063
달서구 신당동,2020,755,53,78,0.07
달서구 신당동,2021,780,52,57,0.067
달서구 신당동,2022,785,39,54,0.05
달서구 신당동,2023,800,61,53,0.076
달서구 신당동,2024,792,93,48,0.117
달서구 신당동,2025,747,77,39,0.103
달서구 신당동,2026,709,28,24,0.039
달서구 용산1동,2016,240,12,14,0.05
달서구 용산1동,2017,242,10,14,0.041
달서구 용산1동,2018,246,13,15,0.053
달서구 용산1동,2019,248,14,20,0.056
달서구 용산1동,2020,254,11,22,0.043
달서구 용산1동,2021,265,22,24,0.083
달서구 용산1동,2022,267,17,19,0.064
달서구 용산1동,2023,269,20,20,0.074
달서구 용산1동,2024,269,25,11,0.093
달서구 용산1동,2025,255,17,21,0.067
달서구 용산1동,2026,259,9,6,0.035
달서구 용산2동,2016,170,8,11,0.047
달서구 용산2동,2017,173,9,9,0.052
달서구 용산2동,2018,173,10,9,0.058
달서구 용산2동,2019,172,8,10,0.047
달서구 용산2동,2020,174,13,17,0.075
달서구 용산2동,2021,178,20,12,0.112
달서구 용산2동,2022,170,6,7,0.035
달서구 용산2동,2023,171,14,11,0.082
달서구 용산2동,2024,168,23,12,0.137
달서구 용산2동,2025,157,16,5,0.102
달서구 용산2동,2026,146,10,4,0.068
달서구 월성1동,2016,183,16,81,0.087
달서구 월성1동,2017,248,12,65,0.048
달서구 월성1동,2018,301,21,54,0.07
달서구 월성1동,2019,334,30,60,0.09
달서구 월성1동,2020,364,41,29,0.113
달서구 월성1동,2021,352,51,63,0.145
달서구 월성1동,2022,364,42,42,0.115
달서구 월성1동,2023,364,54,55,0.148
달서구 월성1동,2024,365,46,49,0.126
달서구 월성1동,2025,368,47,39,0.128
달서구 월성1동,2026,360,26,23,0.072
달서구 월성2동,2016,65,7,3,0.108
달서구 월성2동,2017,61,5,4,0.082
달서구 월성2동,2018,60,5,5,0.083
달서구 월성2동,2019,60,3,2,0.05
달서구 월성2동,2020,59,6,2,0.102
달서구 월성2동,2021,55,3,7,0.055
달서구 월성2동,2022,59,7,5,0.119
달서구 월성2동,2023,57,3,2,0.053
달서구 월성2동,2024,56,7,1,0.125
달서구 월성2동,2025,50,8,6,0.16
달서구 월성2동,2026,48,1,1,0.021
달서구 유천동,2016,55,3,18,0.055
달서구 유천동,2017,70,2,28,0.029
달서구 유천동,2018,96,7,16,0.073
달서구 유천동,2019,105,6,22,0.057
달서구 유천동,2020,121,14,13,0.116
달서구 유천동,2021,120,19,13,0.158
달서구 유천동,2022,114,17,16,0.149
달서구 유천동,2023,113,12,18,0.106
달서구 유천동,2024,119,14,18,0.118
달서구 유천동,2025,123,16,12,0.13
달서구 유천동,2026,119,6,8,0.05
달서구 이곡1동,2016,214,11,17,0.051
달서구 이곡1동,2017,220,12,15,0.055
달서구 이곡1동,2018,223,9,18,0.04
달서구 이곡1동,2019,232,18,20,0.078
달서구 이곡1동,2020,234,18,31,0.077
달서구 이곡1동,2021,247,21,17,0.085
달서구 이곡1동,2022,243,26,18,0.107
달서구 이곡1동,2023,235,23,16,0.098
달서구 이곡1동,2024,228,28,11,0.123
달서구 이곡1동,2025,211,21,12,0.1
달서구 이곡1동,2026,202,5,4,0.025
달서구 이곡2동,2016,231,14,14,0.061
달서구 이곡2동,2017,231,10,12,0.043
달서구 이곡2동,2018,233,14,15,0.06
달서구 이곡2동,2019,234,12,14,0.051
달서구 이곡2동,2020,236,9,20,0.038
달서구 이곡2동,2021,247,21,22,0.085
달서구 이곡2동,2022,248,13,15,0.052
달서구 이곡2동,2023,250,19,10,0.076
달서구 이곡2동,2024,241,25,18,0.104
달서구 이곡2동,2025,234,31,10,0.132
달서구 이곡2동,2026,213,2,6,0.009
달서구 장기동,2016,184,5,11,0.027
달서구 장기동,2017,190,7,7,0.037
달서구 장기동,2018,190,6,9,0.032
달서구 장기동,2019,193,8,12,0.041
달서구 장기동,2020,197,11,10,0.056
달서구 장기동,2021,196,8,7,0.041
달서구 장기동,2022,195,9,15,0.046
달서구 장기동,2023,201,9,3,0.045
달서구 장기동,2024,195,15,7,0.077
달서구 장기동,2025,187,17,14,0.091
달서구 장기동,2026,184,9,9,0.049
달서구 죽전동,2016,193,10,11,0.052
달서구 죽전동,2017,194,6,12,0.031
달서구 죽전동,2018,200,15,23,0.075
달서구 죽전동,2019,208,15,19,0.072
달서구 죽전동,2020,212,19,20,0.09
달서구 죽전동,2021,213,23,23,0.108
달서구 죽전동,2022,213,10,15,0.047
달서구 죽전동,2023,218,23,19,0.106
달서구 죽전동,2024,214,31,24,0.145
달서구 죽전동,2025,207,22,20,0.106
달서구 죽전동,2026,205,10,16,0.049
달서구 진천동,2016,437,24,65,0.055
달서구 진천동,2017,478,26,38,0.054
달서구 진천동,2018,490,27,67,0.055
달서구 진천동,2019,530,32,69,0.06
달서구 진천동,2020,567,44,68,0.078
달서구 진천동,2021,591,36,64,0.061
달서구 진천동,2022,619,58,58,0.094
달서구 진천동,2023,619,69,62,0.111
달서구 진천동,2024,612,78,40,0.127
달서구 진천동,2025,574,70,45,0.122
달서구 진천동,2026,549,32,30,0.058
달성군 가창면,2016,166,4,6,0.024
달성군 가창면,2017,168,9,9,0.054
달성군 가창면,2018,168,6,4,0.036
달성군 가창면,2019,166,10,8,0.06
달성군 가창면,2020,164,6,8,0.037
달성군 가창면,2021,166,3,8,0.018
달성군 가창면,2022,171,8,6,0.047
달성군 가창면,2023,169,6,6,0.036
달성군 가창면,2024,169,4,3,0.024
달성군 가창면,2025,168,11,5,0.065
달성군 가창면,2026,162,5,7,0.031
달성군 구지면,2016,148,8,12,0.054
달성군 구지면,2017,152,9,17,0.059
달성군 구지면,2018,160,18,35,0.112
달성군 구지면,2019,177,17,35,0.096
달성군 구지면,2020,195,26,27,0.133
달성군 구지면,2021,196,20,46,0.102
달성군 구지면,2022,222,8,41,0.036
달성군 구지면,2023,255,19,32,0.075
달성군 구지면,2024,268,24,18,0.09
달성군 구지면,2025,262,21,29,0.08
달성군 구지면,2026,270,8,9,0.03
달성군 논공읍,2016,334,12,13,0.036
달성군 논공읍,2017,335,20,14,0.06
달성군 논공읍,2018,329,23,15,0.07
달성군 논공읍,2019,321,22,17,0.069
달성군 논공읍,2020,316,29,8,0.092
달성군 논공읍,2021,295,30,11,0.102
달성군 논공읍,2022,276,21,25,0.076
달성군 논공읍,2023,280,18,18,0.064
달성군 논공읍,2024,280,10,13,0.036
달성군 논공읍,2025,283,25,10,0.088
달성군 논공읍,2026,268,12,15,0.045
달성군 다사읍,2016,583,34,71,0.058
달성군 다사읍,2017,620,50,96,0.081
달성군 다사읍,2018,666,65,83,0.098
달성군 다사읍,2019,684,54,86,0.079
달성군 다사읍,2020,716,79,63,0.11
달성군 다사읍,2021,700,48,67,0.069
달성군 다사읍,2022,719,56,72,0.078
달성군 다사읍,2023,735,75,83,0.102
달성군 다사읍,2024,743,65,53,0.087
달성군 다사읍,2025,731,78,55,0.107
달성군 다사읍,2026,708,21,24,0.03
달성군 옥포읍,2016,140,7,42,0.05
달성군 옥포읍,2017,175,8,29,0.046
달성군 옥포읍,2018,196,18,21,0.092
달성군 옥포읍,2019,199,17,24,0.085
달성군 옥포읍,2020,206,7,19,0.034
달성군 옥포읍,2021,218,9,25,0.041
달성군 옥포읍,2022,234,9,15,0.038
달성군 옥포읍,2023,240,17,21,0.071
달성군 옥포읍,2024,244,20,20,0.082
달성군 옥포읍,2025,244,26,15,0.107
달성군 옥포읍,2026,233,3,9,0.013
달성군 유가읍,2016,92,7,55,0.076
달성군 유가읍,2017,140,13,48,0.093
달성군 유가읍,2018,175,18,56,0.103
달성군 유가읍,2019,213,28,45,0.131
달성군 유가읍,2020,230,29,54,0.126
달성군 유가읍,2021,255,27,43,0.106
달성군 유가읍,2022,271,32,41,0.118
달성군 유가읍,2023,280,37,42,0.132
달성군 유가읍,2024,285,28,44,0.098
달성군 유가읍,2025,301,37,35,0.123
달성군 유가읍,2026,299,18,19,0.06
달성군 하빈면,2016,64,3,7,0.047
달성군 하빈면,2017,68,3,1,0.044
달성군 하빈면,2018,66,5,4,0.076
달성군 하빈면,2019,65,4,3,0.062
달성군 하빈면,2020,64,4,0,0.062
달성군 하빈면,2021,60,1,2,0.017
달성군 하빈면,2022,61,1,2,0.016
달성군 하빈면,2023,62,4,1,0.065
달성군 하빈면,2024,59,2,4,0.034
달성군 하빈면,2025,61,4,2,0.066
달성군 하빈면,2026,59,0,1,0.0
달성군 현풍읍,2016,322,18,104,0.056
달성군 현풍읍,2017,408,32,73,0.078
달성군 현풍읍,2018,449,37,71,0.082
달성군 현풍읍,2019,483,44,81,0.091
달성군 현풍읍,2020,520,45,70,0.087
달성군 현풍읍,2021,545,55,63,0.101
달성군 현풍읍,2022,553,66,58,0.119
달성군 현풍읍,2023,545,58,76,0.106
달성군 현풍읍,2024,563,49,43,0.087
달성군 현풍읍,2025,557,71,37,0.127
달성군 현풍읍,2026,523,23,28,0.044
달성군 화원읍,2016,398,25,32,0.063
달성군 화원읍,2017,405,22,26,0.054
달성군 화원읍,2018,409,33,17,0.081
달성군 화원읍,2019,393,31,40,0.079
달성군 화원읍,2020,402,19,27,0.047
달성군 화원읍,2021,410,24,32,0.059
달성군 화원읍,2022,418,27,20,0.065
달성군 화원읍,2023,411,25,32,0.061
달성군 화원읍,2024,418,19,15,0.045
달성군 화원읍,2025,414,26,21,0.063
달성군 화원읍,2026,409,8,15,0.02
동구 공산동,2016,292,20,15,0.068
동구 공산동,2017,287,15,22,0.052
동구 공산동,2018,294,16,18,0.054
동구 공산동,2019,296,20,24,0.068
동구 공산동,2020,300,10,22,0.033
동구 공산동,2021,312,10,27,0.032
동구 공산동,2022,329,13,14,0.04
동구 공산동,2023,330,19,24,0.058
동구 공산동,2024,335,19,20,0.057
동구 공산동,2025,336,23,13,0.068
동구 공산동,2026,326,13,17,0.04
동구 도평동,2016,30,4,3,0.133
동구 도평동,2017,29,3,3,0.103
동구 도평동,2018,29,1,2,0.034
동구 도평동,2019,30,1,0,0.033
동구 도평동,2020,29,3,1,0.103
동구 도평동,2021,27,1,1,0.037
동구 도평동,2022,27,0,0,0.0
동구 도평동,2023,27,2,3,0.074
동구 도평동,2024,28,1,0,0.036
동구 도평동,2025,27,1,1,0.037
동구 도평동,2026,27,0,0,0.0
동구 동촌동,2016,155,10,16,0.065
동구 동촌동,2017,161,14,14,0.087
동구 동촌동,2018,161,17,19,0.106
동구 동촌동,2019,163,6,9,0.037
동구 동촌동,2020,166,9,10,0.054
동구 동촌동,2021,167,9,8,0.054
동구 동촌동,2022,166,10,12,0.06
동구 동촌동,2023,168,12,11,0.071
동구 동촌동,2024,167,13,7,0.078
동구 동촌동,2025,161,16,8,0.099
동구 동촌동,2026,153,4,3,0.026
동구 방촌동,2016,185,11,15,0.059
동구 방촌동,2017,189,13,11,0.069
동구 방촌동,2018,187,12,11,0.064
동구 방촌동,2019,186,16,15,0.086
동구 방촌동,2020,185,12,3,0.065
동구 방촌동,2021,176,9,12,0.051
동구 방촌동,2022,179,12,10,0.067
동구 방촌동,2023,177,11,15,0.062
