item,date,price,prob,alert,ret_7,vs_normal
계란,2026-09-19,7830.0,0.04663185225079232,False,0.01110941727962178,0.2653522947640594
깐마늘,2026-09-19,10960.0,0.19730945136131137,True,-0.044759825327510994,-0.018097115212327486
닭,2026-09-19,4455.0,0.2700877384585852,True,-0.018109239606659666,-0.22427302803412852
대파,2026-09-19,3147.0,0.5296108284215696,True,0.07648246140417858,-0.04054878048780486
무,2026-09-19,2203.0,0.2266636123926642,True,-0.04713843330657186,-0.13267716535433072
배추,2026-09-19,5617.0,0.35214599654643436,True,-0.051363893049178766,-0.19883040935672514
삼겹살,2026-09-19,2942.0,0.00711673629495032,False,0.018425126079792298,0.07411464037970061
양파,2026-09-19,1797.0,0.8220865236724418,True,0.03406235458352724,-0.2016881386050644
