adm_nm,stock,opened,closed,quarter,closure_rate,net
서구 내당2·3동,129,0,1,2018Q1,0.0078,-1
서구 내당4동,232,0,1,2018Q1,0.0043,-1
서구 비산1동,76,2,4,2018Q1,0.0526,-2
서구 비산2·3동,201,4,1,2018Q1,0.005,3
서구 비산4동,91,3,3,2018Q1,0.033,0
서구 비산5동,123,2,3,2018Q1,0.0244,-1
서구 비산6동,71,4,2,2018Q1,0.0282,2
서구 비산7동,309,2,0,2018Q1,0.0,2
서구 상중이동,224,3,3,2018Q1,0.0134,0
서구 원대동,156,6,2,2018Q1,0.0128,4
서구 평리1동,77,2,3,2018Q1,0.039,-1
서구 평리2동,60,1,0,2018Q1,0.0,1
서구 평리3동,214,1,4,2018Q1,0.0187,-3
서구 평리4동,346,5,7,2018Q1,0.0202,-2
서구 평리5동,80,2,3,2018Q1,0.0375,-1
서구 평리6동,67,0,1,2018Q1,0.0149,-1
수성구 고산1동,284,6,6,2018Q1,0.0211,0
수성구 고산2동,199,3,0,2018Q1,0.0,3
수성구 고산3동,233,5,3,2018Q1,0.0129,2
수성구 두산동,514,10,5,2018Q1,0.0097,5
수성구 만촌1동,164,2,1,2018Q1,0.0061,1
수성구 만촌2동,125,3,5,2018Q1,0.04,-2
수성구 만촌3동,154,2,2,2018Q1,0.013,0
수성구 범물1동,105,3,2,2018Q1,0.019,1
수성구 범물2동,69,4,4,2018Q1,0.058,0
수성구 범어1동,238,6,5,2018Q1,0.021,1
수성구 범어2동,148,3,4,2018Q1,0.027,-1
수성구 범어3동,234,9,4,2018Q1,0.0171,5
수성구 범어4동,190,7,10,2018Q1,0.0526,-3
수성구 상동,208,1,2,2018Q1,0.0096,-1
수성구 수성1가동,110,5,4,2018Q1,0.0364,1
수성구 수성2·3가동,169,3,3,2018Q1,0.0178,0
수성구 수성4가동,168,6,5,2018Q1,0.0298,1
수성구 중동,151,3,2,2018Q1,0.0132,1
수성구 지산1동,341,8,3,2018Q1,0.0088,5
수성구 지산2동,166,3,5,2018Q1,0.0301,-2
수성구 파동,85,3,2,2018Q1,0.0235,1
수성구 황금1동,75,0,0,2018Q1,0.0,0
수성구 황금2동,218,3,7,2018Q1,0.0321,-4
중구 남산1동,129,2,5,2018Q1,0.0388,-3
중구 남산2동,75,0,0,2018Q1,0.0,0
중구 남산3동,38,0,0,2018Q1,0.0,0
중구 남산4동,77,2,8,2018Q1,0.1039,-6
중구 대봉1동,239,0,5,2018Q1,0.0209,-5
중구 대봉2동,59,0,1,2018Q1,0.0169,-1
중구 대신동,124,5,6,2018Q1,0.0484,-1
중구 동인동,270,7,3,2018Q1,0.0111,4
중구 삼덕동,534,15,12,2018Q1,0.0225,3
중구 성내1동,509,9,11,2018Q1,0.0216,-2
중구 성내2동,543,16,7,2018Q1,0.0129,9
중구 성내3동,87,2,2,2018Q1,0.023,0
군위군 군위읍,142,1,0,2018Q2,0.0,1
군위군 부계면,93,0,0,2018Q2,0.0,0
군위군 산성면,15,0,1,2018Q2,0.0667,-1
군위군 삼국유사면,18,0,0,2018Q2,0.0,0
군위군 소보면,18,0,0,2018Q2,0.0,0
군위군 우보면,14,0,0,2018Q2,0.0,0
군위군 의흥면,28,0,0,2018Q2,0.0,0
군위군 효령면,36,0,0,2018Q2,0.0,0
남구 대명10동,177,6,1,2018Q2,0.0056,5
남구 대명11동,130,9,6,2018Q2,0.0462,3
남구 대명1동,76,3,0,2018Q2,0.0,3
남구 대명2동,206,4,5,2018Q2,0.0243,-1
남구 대명3동,291,13,5,2018Q2,0.0172,8
남구 대명4동,174,2,2,2018Q2,0.0115,0
남구 대명5동,187,6,0,2018Q2,0.0,6
남구 대명6동,94,3,2,2018Q2,0.0213,1
남구 대명9동,232,8,5,2018Q2,0.0216,3
남구 봉덕1동,140,4,5,2018Q2,0.0357,-1
남구 봉덕2동,143,2,3,2018Q2,0.021,-1
남구 봉덕3동,210,4,10,2018Q2,0.0476,-6
남구 이천동,106,0,0,2018Q2,0.0,0
달서구 감삼동,333,8,13,2018Q2,0.039,-5
달서구 도원동,172,4,0,2018Q2,0.0,4
"달서구 두류1,2동",222,12,3,2018Q2,0.0135,9
달서구 두류3동,291,4,2,2018Q2,0.0069,2
달서구 본동,184,3,7,2018Q2,0.038,-4
달서구 본리동,237,7,3,2018Q2,0.0127,4
달서구 상인1동,219,5,6,2018Q2,0.0274,-1
달서구 상인2동,446,8,4,2018Q2,0.009,4
달서구 상인3동,120,4,4,2018Q2,0.0333,0
달서구 성당동,289,6,9,2018Q2,0.0311,-3
달서구 송현1동,222,4,9,2018Q2,0.0405,-5
달서구 송현2동,340,8,10,2018Q2,0.0294,-2
달서구 신당동,707,25,11,2018Q2,0.0156,14
달서구 용산1동,245,3,3,2018Q2,0.0122,0
달서구 용산2동,171,2,1,2018Q2,0.0058,1
달서구 월성1동,313,10,6,2018Q2,0.0192,4
달서구 월성2동,58,4,1,2018Q2,0.0172,3
달서구 유천동,100,5,0,2018Q2,0.0,5
달서구 이곡1동,231,2,2,2018Q2,0.0087,0
달서구 이곡2동,236,6,8,2018Q2,0.0339,-2
달서구 장기동,193,1,0,2018Q2,0.0,1
달서구 죽전동,200,9,4,2018Q2,0.02,5
달서구 진천동,492,18,5,2018Q2,0.0102,13
달성군 가창면,170,2,0,2018Q2,0.0,2
달성군 구지면,167,9,1,2018Q2,0.006,8
달성군 논공읍,327,7,3,2018Q2,0.0092,4
달성군 다사읍,673,18,13,2018Q2,0.0193,5
달성군 옥포읍,196,5,2,2018Q2,0.0102,3
달성군 유가읍,185,19,6,2018Q2,0.0324,13
달성군 하빈면,65,2,1,2018Q2,0.0154,1
달성군 현풍읍,449,21,10,2018Q2,0.0223,11
달성군 화원읍,412,5,6,2018Q2,0.0146,-1
동구 공산동,297,8,7,2018Q2,0.0236,1
동구 도평동,28,1,0,2018Q2,0.0,1
동구 동촌동,162,6,5,2018Q2,0.0309,1
동구 방촌동,186,2,4,2018Q2,0.0215,-2
동구 불로·봉무동,294,6,3,2018Q2,0.0102,3
동구 신암1동,170,1,1,2018Q2,0.0059,0
동구 신암2동,90,2,3,2018Q2,0.0333,-1
동구 신암3동,94,4,4,2018Q2,0.0426,0
동구 신암4동,210,1,3,2018Q2,0.0143,-2
동구 신암5동,85,6,3,2018Q2,0.0353,3
동구 신천1·2동,97,2,2,2018Q2,0.0206,0
동구 신천3동,152,3,0,2018Q2,0.0,3
동구 신천4동,359,6,9,2018Q2,0.0251,-3
동구 안심1동,470,13,8,2018Q2,0.017,5
동구 안심2동,51,1,1,2018Q2,0.0196,0
동구 안심3동,170,6,3,2018Q2,0.0176,3
동구 안심4동,182,9,2,2018Q2,0.011,7
동구 지저동,151,5,3,2018Q2,0.0199,2
동구 해안동,129,4,1,2018Q2,0.0078,3
동구 혁신동,250,17,7,2018Q2,0.028,10
동구 효목1동,249,4,5,2018Q2,0.0201,-1
동구 효목2동,197,5,8,2018Q2,0.0406,-3
북구 검단동,56,0,1,2018Q2,0.0179,-1
북구 고성동,125,5,0,2018Q2,0.0,5
북구 관문동,220,11,10,2018Q2,0.0455,1
북구 관음동,166,3,3,2018Q2,0.0181,0
북구 구암동,373,9,4,2018Q2,0.0107,5
북구 국우동,211,5,5,2018Q2,0.0237,0
북구 노원동,428,8,3,2018Q2,0.007,5
북구 대현동,270,4,5,2018Q2,0.0185,-1
북구 동천동,345,2,6,2018Q2,0.0174,-4
북구 무태조야동,256,3,7,2018Q2,0.0273,-4
북구 복현1동,156,1,0,2018Q2,0.0,1
북구 복현2동,158,4,2,2018Q2,0.0127,2
북구 산격1동,88,1,0,2018Q2,0.0,1
북구 산격2동,227,5,4,2018Q2,0.0176,1
북구 산격3동,438,16,6,2018Q2,0.0137,10
북구 산격4동,53,1,1,2018Q2,0.0189,0
북구 읍내동,236,10,6,2018Q2,0.0254,4
북구 칠성동,296,10,3,2018Q2,0.0101,7
북구 침산1동,64,1,1,2018Q2,0.0156,0
북구 침산2동,115,6,4,2018Q2,0.0348,2
북구 침산3동,106,4,1,2018Q2,0.0094,3
북구 태전1동,277,4,2,2018Q2,0.0072,2
북구 태전2동,245,9,3,2018Q2,0.0122,6
서구 내당1동,177,2,5,2018Q2,0.0282,-3
서구 내당2·3동,128,5,3,2018Q2,0.0234,2
서구 내당4동,231,8,7,2018Q2,0.0303,1
서구 비산1동,74,2,2,2018Q2,0.027,0
서구 비산2·3동,204,9,6,2018Q2,0.0294,3
서구 비산4동,91,0,2,2018Q2,0.022,-2
서구 비산5동,122,2,2,2018Q2,0.0164,0
서구 비산6동,73,1,0,2018Q2,0.0,1
서구 비산7동,311,8,4,2018Q2,0.0129,4
서구 상중이동,224,3,2,2018Q2,0.0089,1
서구 원대동,160,4,1,2018Q2,0.0062,3
서구 평리1동,76,5,2,2018Q2,0.0263,3
서구 평리2동,61,1,1,2018Q2,0.0164,0
서구 평리3동,211,3,3,2018Q2,0.0142,0
서구 평리4동,344,7,4,2018Q2,0.0116,3
서구 평리5동,79,0,1,2018Q2,0.0127,-1
서구 평리6동,66,0,0,2018Q2,0.0,0
수성구 고산1동,284,7,6,2018Q2,0.0211,1
수성구 고산2동,202,3,3,2018Q2,0.0149,0
수성구 고산3동,235,9,5,2018Q2,0.0213,4
수성구 두산동,519,12,12,2018Q2,0.0231,0
수성구 만촌1동,165,6,7,2018Q2,0.0424,-1
수성구 만촌2동,123,5,3,2018Q2,0.0244,2
수성구 만촌3동,154,10,9,2018Q2,0.0584,1
수성구 범물1동,106,0,3,2018Q2,0.0283,-3
수성구 범물2동,69,0,0,2018Q2,0.0,0
수성구 범어1동,239,5,5,2018Q2,0.0209,0
수성구 범어2동,147,6,3,2018Q2,0.0204,3
수성구 범어3동,239,5,5,2018Q2,0.0209,0
수성구 범어4동,187,7,3,2018Q2,0.016,4
수성구 상동,207,3,4,2018Q2,0.0193,-1
수성구 수성1가동,111,5,1,2018Q2,0.009,4
수성구 수성2·3가동,169,3,3,2018Q2,0.0178,0
수성구 수성4가동,169,4,2,2018Q2,0.0118,2
수성구 중동,152,0,0,2018Q2,0.0,0
수성구 지산1동,346,5,3,2018Q2,0.0087,2
수성구 지산2동,164,3,3,2018Q2,0.0183,0
수성구 파동,86,2,1,2018Q2,0.0116,1
수성구 황금1동,75,5,6,2018Q2,0.08,-1
수성구 황금2동,214,5,10,2018Q2,0.0467,-5
중구 남산1동,126,4,3,2018Q2,0.0238,1
중구 남산2동,75,4,1,2018Q2,0.0133,3
중구 남산3동,38,2,2,2018Q2,0.0526,0
중구 남산4동,71,2,3,2018Q2,0.0423,-1
중구 대봉1동,234,10,6,2018Q2,0.0256,4
중구 대봉2동,58,0,0,2018Q2,0.0,0
중구 대신동,123,2,1,2018Q2,0.0081,1
중구 동인동,274,9,8,2018Q2,0.0292,1
중구 삼덕동,537,17,10,2018Q2,0.0186,7
중구 성내1동,507,18,12,2018Q2,0.0237,6
중구 성내2동,552,19,8,2018Q2,0.0145,11
중구 성내3동,87,2,0,2018Q2,0.0,2
군위군 군위읍,143,4,2,2018Q3,0.014,2
군위군 부계면,93,0,3,2018Q3,0.0323,-3
군위군 산성면,14,0,0,2018Q3,0.0,0
군위군 삼국유사면,18,0,0,2018Q3,0.0,0
군위군 소보면,18,0,0,2018Q3,0.0,0
군위군 우보면,14,0,0,2018Q3,0.0,0
군위군 의흥면,28,1,0,2018Q3,0.0,1
군위군 효령면,36,0,0,2018Q3,0.0,0
남구 대명10동,182,2,8,2018Q3,0.044,-6
남구 대명11동,133,1,4,2018Q3,0.0301,-3
남구 대명1동,79,3,0,2018Q3,0.0,3
남구 대명2동,205,6,4,2018Q3,0.0195,2
남구 대명3동,299,8,6,2018Q3,0.0201,2
남구 대명4동,174,3,4,2018Q3,0.023,-1
남구 대명5동,193,2,6,2018Q3,0.0311,-4
남구 대명6동,95,1,2,2018Q3,0.0211,-1
남구 대명9동,235,3,6,2018Q3,0.0255,-3
남구 봉덕1동,139,4,3,2018Q3,0.0216,1
남구 봉덕2동,142,3,3,2018Q3,0.0211,0
남구 봉덕3동,204,3,8,2018Q3,0.0392,-5
남구 이천동,106,3,0,2018Q3,0.0,3
달서구 감삼동,328,8,3,2018Q3,0.0091,5
달서구 도원동,176,0,5,2018Q3,0.0284,-5
"달서구 두류1,2동",231,5,4,2018Q3,0.0173,1
달서구 두류3동,293,35,36,2018Q3,0.1229,-1
달서구 본동,180,3,4,2018Q3,0.0222,-1
달서구 본리동,241,6,4,2018Q3,0.0166,2
달서구 상인1동,218,2,3,2018Q3,0.0138,-1
달서구 상인2동,450,18,8,2018Q3,0.0178,10
달서구 상인3동,120,0,5,2018Q3,0.0417,-5
달서구 성당동,286,19,17,2018Q3,0.0594,2
달서구 송현1동,217,2,2,2018Q3,0.0092,0
달서구 송현2동,338,7,12,2018Q3,0.0355,-5
달서구 신당동,721,21,16,2018Q3,0.0222,5
달서구 용산1동,245,3,0,2018Q3,0.0,3
달서구 용산2동,172,2,2,2018Q3,0.0116,0
달서구 월성1동,317,14,5,2018Q3,0.0158,9
달서구 월성2동,61,0,0,2018Q3,0.0,0
달서구 유천동,105,2,4,2018Q3,0.0381,-2
달서구 이곡1동,231,4,3,2018Q3,0.013,1
달서구 이곡2동,234,4,3,2018Q3,0.0128,1
달서구 장기동,194,1,2,2018Q3,0.0103,-1
달서구 죽전동,205,3,6,2018Q3,0.0293,-3
달서구 진천동,505,15,5,2018Q3,0.0099,10
달성군 가창면,172,0,4,2018Q3,0.0233,-4
달성군 구지면,175,8,5,2018Q3,0.0286,3
달성군 논공읍,331,5,12,2018Q3,0.0363,-7
달성군 다사읍,678,20,18,2018Q3,0.0265,2
달성군 옥포읍,199,7,9,2018Q3,0.0452,-2
달성군 유가읍,198,12,5,2018Q3,0.0253,7
달성군 하빈면,66,1,3,2018Q3,0.0455,-2
달성군 현풍읍,460,19,7,2018Q3,0.0152,12
달성군 화원읍,411,6,17,2018Q3,0.0414,-11
동구 공산동,298,1,3,2018Q3,0.0101,-2
동구 도평동,29,1,0,2018Q3,0.0,1
동구 동촌동,163,4,3,2018Q3,0.0184,1
동구 방촌동,184,2,1,2018Q3,0.0054,1
동구 불로·봉무동,297,8,3,2018Q3,0.0101,5
동구 신암1동,170,3,5,2018Q3,0.0294,-2
동구 신암2동,89,2,0,2018Q3,0.0,2
동구 신암3동,94,1,2,2018Q3,0.0213,-1
동구 신암4동,208,2,3,2018Q3,0.0144,-1
동구 신암5동,88,0,0,2018Q3,0.0,0
동구 신천1·2동,97,5,1,2018Q3,0.0103,4
동구 신천3동,155,0,2,2018Q3,0.0129,-2
동구 신천4동,356,5,7,2018Q3,0.0197,-2
동구 안심1동,475,16,6,2018Q3,0.0126,10
동구 안심2동,51,2,0,2018Q3,0.0,2
동구 안심3동,173,6,5,2018Q3,0.0289,1
동구 안심4동,189,7,6,2018Q3,0.0317,1
동구 지저동,153,3,2,2018Q3,0.0131,1
동구 해안동,132,2,0,2018Q3,0.0,2
동구 혁신동,260,13,8,2018Q3,0.0308,5
동구 효목1동,248,5,3,2018Q3,0.0121,2
동구 효목2동,194,2,3,2018Q3,0.0155,-1
북구 검단동,55,1,0,2018Q3,0.0,1
북구 고성동,130,2,0,2018Q3,0.0,2
북구 관문동,221,10,7,2018Q3,0.0317,3
북구 관음동,166,5,2,2018Q3,0.012,3
북구 구암동,378,7,10,2018Q3,0.0265,-3
북구 국우동,211,6,4,2018Q3,0.019,2
북구 노원동,433,5,5,2018Q3,0.0115,0
북구 대현동,269,8,4,2018Q3,0.0149,4
북구 동천동,341,7,5,2018Q3,0.0147,2
북구 무태조야동,252,1,5,2018Q3,0.0198,-4
북구 복현1동,157,2,2,2018Q3,0.0127,0
북구 복현2동,160,3,1,2018Q3,0.0062,2
북구 산격1동,89,1,1,2018Q3,0.0112,0
북구 산격2동,228,5,7,2018Q3,0.0307,-2
북구 산격3동,448,12,7,2018Q3,0.0156,5
북구 산격4동,53,2,2,2018Q3,0.0377,0
북구 읍내동,240,4,4,2018Q3,0.0167,0
북구 칠성동,303,8,5,2018Q3,0.0165,3
북구 침산1동,64,1,0,2018Q3,0.0,1
북구 침산2동,117,1,3,2018Q3,0.0256,-2
북구 침산3동,109,2,0,2018Q3,0.0,2
북구 태전1동,279,1,4,2018Q3,0.0143,-3
북구 태전2동,251,5,6,2018Q3,0.0239,-1
서구 내당1동,174,0,3,2018Q3,0.0172,-3
서구 내당2·3동,130,2,2,2018Q3,0.0154,0
서구 내당4동,232,3,3,2018Q3,0.0129,0
서구 비산1동,74,2,0,2018Q3,0.0,2
서구 비산2·3동,207,7,6,2018Q3,0.029,1
서구 비산4동,89,2,0,2018Q3,0.0,2
서구 비산5동,122,1,1,2018Q3,0.0082,0
서구 비산6동,74,2,4,2018Q3,0.0541,-2
서구 비산7동,315,7,1,2018Q3,0.0032,6
서구 상중이동,225,3,3,2018Q3,0.0133,0
서구 원대동,163,1,1,2018Q3,0.0061,0
서구 평리1동,79,1,1,2018Q3,0.0127,0
서구 평리2동,61,0,0,2018Q3,0.0,0
서구 평리3동,211,2,5,2018Q3,0.0237,-3
서구 평리4동,347,8,11,2018Q3,0.0317,-3
서구 평리5동,78,1,2,2018Q3,0.0256,-1
서구 평리6동,66,0,2,2018Q3,0.0303,-2
수성구 고산1동,285,5,5,2018Q3,0.0175,0
수성구 고산2동,202,2,3,2018Q3,0.0149,-1
수성구 고산3동,239,3,6,2018Q3,0.0251,-3
수성구 두산동,519,71,66,2018Q3,0.1272,5
수성구 만촌1동,164,5,3,2018Q3,0.0183,2
수성구 만촌2동,125,2,2,2018Q3,0.016,0
수성구 만촌3동,155,2,1,2018Q3,0.0065,1
수성구 범물1동,103,1,1,2018Q3,0.0097,0
수성구 범물2동,69,1,4,2018Q3,0.058,-3
수성구 범어1동,239,4,5,2018Q3,0.0209,-1
수성구 범어2동,150,5,8,2018Q3,0.0533,-3
수성구 범어3동,239,10,3,2018Q3,0.0126,7
수성구 범어4동,191,7,8,2018Q3,0.0419,-1
수성구 상동,206,3,3,2018Q3,0.0146,0
수성구 수성1가동,115,8,3,2018Q3,0.0261,5
수성구 수성2·3가동,169,3,7,2018Q3,0.0414,-4
수성구 수성4가동,171,2,2,2018Q3,0.0117,0
수성구 중동,152,3,1,2018Q3,0.0066,2
수성구 지산1동,348,6,6,2018Q3,0.0172,0
수성구 지산2동,164,4,3,2018Q3,0.0183,1
수성구 파동,87,2,1,2018Q3,0.0115,1
수성구 황금1동,74,1,5,2018Q3,0.0676,-4
수성구 황금2동,209,4,5,2018Q3,0.0239,-1
중구 남산1동,127,5,6,2018Q3,0.0472,-1
중구 남산2동,78,3,2,2018Q3,0.0256,1
중구 남산3동,38,2,2,2018Q3,0.0526,0
중구 남산4동,70,4,2,2018Q3,0.0286,2
중구 대봉1동,238,3,5,2018Q3,0.021,-2
중구 대봉2동,58,1,1,2018Q3,0.0172,0
중구 대신동,124,1,3,2018Q3,0.0242,-2
중구 동인동,275,16,8,2018Q3,0.0291,8
중구 삼덕동,544,14,7,2018Q3,0.0129,7
중구 성내1동,513,16,12,2018Q3,0.0234,4
중구 성내2동,563,16,7,2018Q3,0.0124,9
중구 성내3동,89,4,2,2018Q3,0.0225,2
군위군 군위읍,145,2,4,2018Q4,0.0276,-2
군위군 부계면,90,1,2,2018Q4,0.0222,-1
군위군 산성면,14,1,0,2018Q4,0.0,1
군위군 삼국유사면,18,0,0,2018Q4,0.0,0
군위군 소보면,18,0,1,2018Q4,0.0556,-1
군위군 우보면,14,0,0,2018Q4,0.0,0
군위군 의흥면,29,0,0,2018Q4,0.0,0
군위군 효령면,36,1,0,2018Q4,0.0,1
남구 대명10동,176,4,7,2018Q4,0.0398,-3
남구 대명11동,130,1,2,2018Q4,0.0154,-1
남구 대명1동,82,1,1,2018Q4,0.0122,0
남구 대명2동,207,6,3,2018Q4,0.0145,3
남구 대명3동,301,5,4,2018Q4,0.0133,1
남구 대명4동,173,4,6,2018Q4,0.0347,-2
남구 대명5동,189,4,4,2018Q4,0.0212,0
남구 대명6동,94,3,3,2018Q4,0.0319,0
남구 대명9동,232,4,5,2018Q4,0.0216,-1
남구 봉덕1동,140,6,6,2018Q4,0.0429,0
남구 봉덕2동,142,1,4,2018Q4,0.0282,-3
남구 봉덕3동,199,6,7,2018Q4,0.0352,-1
남구 이천동,109,4,3,2018Q4,0.0275,1
달서구 감삼동,333,10,11,2018Q4,0.033,-1
달서구 도원동,171,2,4,2018Q4,0.0234,-2
"달서구 두류1,2동",232,2,5,2018Q4,0.0216,-3
달서구 두류3동,292,3,4,2018Q4,0.0137,-1
달서구 본동,179,1,1,2018Q4,0.0056,0
달서구 본리동,243,6,3,2018Q4,0.0123,3
달서구 상인1동,217,7,3,2018Q4,0.0138,4
달서구 상인2동,460,17,7,2018Q4,0.0152,10
달서구 상인3동,115,6,1,2018Q4,0.0087,5
달서구 성당동,288,10,8,2018Q4,0.0278,2
달서구 송현1동,217,5,9,2018Q4,0.0415,-4
달서구 송현2동,333,2,7,2018Q4,0.021,-5
달서구 신당동,726,14,9,2018Q4,0.0124,5
달서구 용산1동,248,7,7,2018Q4,0.0282,0
달서구 용산2동,172,3,3,2018Q4,0.0174,0
달서구 월성1동,326,15,5,2018Q4,0.0153,10
달서구 월성2동,61,1,2,2018Q4,0.0328,-1
달서구 유천동,103,2,1,2018Q4,0.0097,1
달서구 이곡1동,232,3,2,2018Q4,0.0086,1
달서구 이곡2동,235,4,2,2018Q4,0.0085,2
달서구 장기동,193,4,2,2018Q4,0.0104,2
달서구 죽전동,202,8,3,2018Q4,0.0149,5
달서구 진천동,515,29,12,2018Q4,0.0233,17
달성군 가창면,168,0,1,2018Q4,0.006,-1
달성군 구지면,178,7,5,2018Q4,0.0281,2
달성군 논공읍,324,3,3,2018Q4,0.0093,0
달성군 다사읍,680,25,22,2018Q4,0.0324,3
달성군 옥포읍,197,4,2,2018Q4,0.0102,2
달성군 유가읍,205,15,6,2018Q4,0.0293,9
달성군 하빈면,64,1,0,2018Q4,0.0,1
달성군 현풍읍,472,17,11,2018Q4,0.0233,6
달성군 화원읍,400,3,8,2018Q4,0.02,-5
동구 공산동,296,4,4,2018Q4,0.0135,0
동구 도평동,30,0,0,2018Q4,0.0,0
동구 동촌동,164,1,2,2018Q4,0.0122,-1
동구 방촌동,185,4,3,2018Q4,0.0162,1
동구 불로·봉무동,302,12,9,2018Q4,0.0298,3
동구 신암1동,168,3,2,2018Q4,0.0119,1
동구 신암2동,91,4,2,2018Q4,0.022,2
동구 신암3동,93,2,2,2018Q4,0.0215,0
동구 신암4동,207,1,4,2018Q4,0.0193,-3
동구 신암5동,88,0,1,2018Q4,0.0114,-1
동구 신천1·2동,101,3,2,2018Q4,0.0198,1
동구 신천3동,153,1,1,2018Q4,0.0065,0
동구 신천4동,354,4,9,2018Q4,0.0254,-5
동구 안심1동,485,10,18,2018Q4,0.0371,-8
동구 안심2동,53,1,0,2018Q4,0.0,1
동구 안심3동,174,6,6,2018Q4,0.0345,0
동구 안심4동,190,5,1,2018Q4,0.0053,4
동구 지저동,154,7,5,2018Q4,0.0325,2
동구 해안동,134,2,2,2018Q4,0.0149,0
동구 혁신동,265,15,12,2018Q4,0.0453,3
동구 효목1동,250,5,9,2018Q4,0.036,-4
동구 효목2동,193,9,7,2018Q4,0.0363,2
북구 검단동,56,1,1,2018Q4,0.0179,0
북구 고성동,132,3,3,2018Q4,0.0227,0
북구 관문동,224,8,3,2018Q4,0.0134,5
북구 관음동,169,6,1,2018Q4,0.0059,5
북구 구암동,375,11,5,2018Q4,0.0133,6
북구 국우동,213,11,6,2018Q4,0.0282,5
북구 노원동,433,7,4,2018Q4,0.0092,3
북구 대현동,273,6,6,2018Q4,0.022,0
북구 동천동,343,10,6,2018Q4,0.0175,4
북구 무태조야동,248,6,3,2018Q4,0.0121,3
북구 복현1동,157,2,3,2018Q4,0.0191,-1
북구 복현2동,162,2,1,2018Q4,0.0062,1
북구 산격1동,89,3,4,2018Q4,0.0449,-1
북구 산격2동,226,7,6,2018Q4,0.0265,1
북구 산격3동,453,15,9,2018Q4,0.0199,6
북구 산격4동,53,2,0,2018Q4,0.0,2
북구 읍내동,240,12,5,2018Q4,0.0208,7
북구 칠성동,306,6,5,2018Q4,0.0163,1
북구 침산1동,65,1,1,2018Q4,0.0154,0
북구 침산2동,115,6,3,2018Q4,0.0261,3
북구 침산3동,111,5,3,2018Q4,0.027,2
북구 태전1동,276,2,4,2018Q4,0.0145,-2
북구 태전2동,250,5,3,2018Q4,0.012,2
서구 내당1동,171,1,5,2018Q4,0.0292,-4
서구 내당2·3동,130,5,4,2018Q4,0.0308,1
서구 내당4동,232,5,3,2018Q4,0.0129,2
서구 비산1동,76,5,3,2018Q4,0.0395,2
서구 비산2·3동,208,3,3,2018Q4,0.0144,0
서구 비산4동,91,0,3,2018Q4,0.033,-3
서구 비산5동,122,5,2,2018Q4,0.0164,3
서구 비산6동,72,0,2,2018Q4,0.0278,-2
서구 비산7동,321,7,6,2018Q4,0.0187,1
서구 상중이동,225,3,1,2018Q4,0.0044,2
서구 원대동,163,2,6,2018Q4,0.0368,-4
서구 평리1동,79,0,0,2018Q4,0.0,0
서구 평리2동,61,0,4,2018Q4,0.0656,-4
서구 평리3동,208,3,3,2018Q4,0.0144,0
서구 평리4동,344,12,7,2018Q4,0.0203,5
서구 평리5동,77,0,0,2018Q4,0.0,0
서구 평리6동,64,2,4,2018Q4,0.0625,-2
수성구 고산1동,285,6,4,2018Q4,0.014,2
수성구 고산2동,201,6,4,2018Q4,0.0199,2
수성구 고산3동,236,6,3,2018Q4,0.0127,3
수성구 두산동,524,11,13,2018Q4,0.0248,-2
수성구 만촌1동,166,2,2,2018Q4,0.012,0
수성구 만촌2동,125,3,6,2018Q4,0.048,-3
수성구 만촌3동,156,0,2,2018Q4,0.0128,-2
수성구 범물1동,103,3,0,2018Q4,0.0,3
수성구 범물2동,66,3,0,2018Q4,0.0,3
수성구 범어1동,238,10,4,2018Q4,0.0168,6
수성구 범어2동,147,4,5,2018Q4,0.034,-1
수성구 범어3동,246,6,3,2018Q4,0.0122,3
수성구 범어4동,190,4,2,2018Q4,0.0105,2
수성구 상동,206,2,2,2018Q4,0.0097,0
수성구 수성1가동,120,2,2,2018Q4,0.0167,0
수성구 수성2·3가동,165,5,5,2018Q4,0.0303,0
수성구 수성4가동,171,4,5,2018Q4,0.0292,-1
수성구 중동,154,2,6,2018Q4,0.039,-4
수성구 지산1동,348,9,6,2018Q4,0.0172,3
수성구 지산2동,165,1,5,2018Q4,0.0303,-4
수성구 파동,88,4,2,2018Q4,0.0227,2
수성구 황금1동,70,3,2,2018Q4,0.0286,1
수성구 황금2동,208,5,7,2018Q4,0.0337,-2
중구 남산1동,126,5,2,2018Q4,0.0159,3
중구 남산2동,79,2,1,2018Q4,0.0127,1
중구 남산3동,38,1,0,2018Q4,0.0,1
중구 남산4동,72,2,1,2018Q4,0.0139,1
중구 대봉1동,236,8,13,2018Q4,0.0551,-5
중구 대봉2동,58,0,1,2018Q4,0.0172,-1
중구 대신동,122,2,1,2018Q4,0.0082,1
중구 동인동,283,11,2,2018Q4,0.0071,9
중구 삼덕동,551,11,8,2018Q4,0.0145,3
중구 성내1동,517,18,10,2018Q4,0.0193,8
중구 성내2동,572,11,14,2018Q4,0.0245,-3
중구 성내3동,91,4,1,2018Q4,0.011,3
군위군 군위읍,143,1,0,2019Q1,0.0,1
군위군 부계면,89,0,0,2019Q1,0.0,0
군위군 산성면,15,0,0,2019Q1,0.0,0
군위군 삼국유사면,18,0,0,2019Q1,0.0,0
군위군 소보면,17,0,0,2019Q1,0.0,0
군위군 우보면,14,0,0,2019Q1,0.0,0
군위군 의흥면,29,0,1,2019Q1,0.0345,-1
