adm_nm,stock,opened,closed,quarter,closure_rate,net
동구 신암3동,110,3,2,2020Q4,0.0182,1
동구 신암4동,188,3,2,2020Q4,0.0106,1
동구 신암5동,86,2,2,2020Q4,0.0233,0
동구 신천1·2동,111,5,1,2020Q4,0.009,4
동구 신천3동,155,7,1,2020Q4,0.0065,6
동구 신천4동,364,8,11,2020Q4,0.0302,-3
동구 안심1동,507,18,19,2020Q4,0.0375,-1
동구 안심2동,56,4,2,2020Q4,0.0357,2
동구 안심3동,176,8,5,2020Q4,0.0284,3
동구 안심4동,216,7,6,2020Q4,0.0278,1
동구 지저동,164,6,0,2020Q4,0.0,6
동구 해안동,142,4,2,2020Q4,0.0141,2
동구 혁신동,284,7,7,2020Q4,0.0246,0
동구 효목1동,242,7,7,2020Q4,0.0289,0
동구 효목2동,199,7,7,2020Q4,0.0352,0
북구 검단동,59,1,1,2020Q4,0.0169,0
북구 고성동,165,3,3,2020Q4,0.0182,0
북구 관문동,252,5,7,2020Q4,0.0278,-2
북구 관음동,189,4,8,2020Q4,0.0423,-4
북구 구암동,390,4,10,2020Q4,0.0256,-6
북구 국우동,223,6,5,2020Q4,0.0224,1
북구 노원동,407,5,6,2020Q4,0.0147,-1
북구 대현동,271,9,11,2020Q4,0.0406,-2
북구 동천동,365,8,5,2020Q4,0.0137,3
북구 무태조야동,298,21,5,2020Q4,0.0168,16
북구 복현1동,161,1,6,2020Q4,0.0373,-5
북구 복현2동,166,3,3,2020Q4,0.0181,0
북구 산격1동,85,0,2,2020Q4,0.0235,-2
북구 산격2동,230,1,3,2020Q4,0.013,-2
북구 산격3동,481,13,5,2020Q4,0.0104,8
북구 산격4동,61,4,0,2020Q4,0.0,4
북구 읍내동,258,10,4,2020Q4,0.0155,6
북구 칠성동,315,5,12,2020Q4,0.0381,-7
북구 침산1동,65,0,1,2020Q4,0.0154,-1
북구 침산2동,139,9,3,2020Q4,0.0216,6
북구 침산3동,124,3,1,2020Q4,0.0081,2
북구 태전1동,295,4,2,2020Q4,0.0068,2
북구 태전2동,273,8,7,2020Q4,0.0256,1
서구 내당1동,148,0,14,2020Q4,0.0946,-14
서구 내당2·3동,119,3,1,2020Q4,0.0084,2
서구 내당4동,233,5,8,2020Q4,0.0343,-3
서구 비산1동,73,1,2,2020Q4,0.0274,-1
서구 비산2·3동,203,2,9,2020Q4,0.0443,-7
서구 비산4동,86,1,1,2020Q4,0.0116,0
서구 비산5동,125,4,3,2020Q4,0.024,1
서구 비산6동,75,0,3,2020Q4,0.04,-3
서구 비산7동,321,2,8,2020Q4,0.0249,-6
서구 상중이동,219,2,4,2020Q4,0.0183,-2
서구 원대동,140,2,4,2020Q4,0.0286,-2
서구 평리1동,66,1,3,2020Q4,0.0455,-2
서구 평리2동,56,0,2,2020Q4,0.0357,-2
서구 평리3동,188,4,2,2020Q4,0.0106,2
서구 평리4동,334,7,9,2020Q4,0.0269,-2
서구 평리5동,54,0,3,2020Q4,0.0556,-3
서구 평리6동,50,0,2,2020Q4,0.04,-2
수성구 고산1동,293,9,7,2020Q4,0.0239,2
수성구 고산2동,219,7,4,2020Q4,0.0183,3
수성구 고산3동,239,8,7,2020Q4,0.0293,1
수성구 두산동,534,11,13,2020Q4,0.0243,-2
수성구 만촌1동,161,4,5,2020Q4,0.0311,-1
수성구 만촌2동,111,0,2,2020Q4,0.018,-2
수성구 만촌3동,138,2,6,2020Q4,0.0435,-4
수성구 범물1동,103,0,0,2020Q4,0.0,0
수성구 범물2동,61,4,2,2020Q4,0.0328,2
수성구 범어1동,239,3,5,2020Q4,0.0209,-2
수성구 범어2동,141,5,2,2020Q4,0.0142,3
수성구 범어3동,240,5,10,2020Q4,0.0417,-5
수성구 범어4동,200,5,8,2020Q4,0.04,-3
수성구 상동,198,5,3,2020Q4,0.0152,2
수성구 수성1가동,117,2,3,2020Q4,0.0256,-1
수성구 수성2·3가동,166,6,11,2020Q4,0.0663,-5
수성구 수성4가동,174,3,5,2020Q4,0.0287,-2
수성구 중동,165,6,8,2020Q4,0.0485,-2
수성구 지산1동,360,6,8,2020Q4,0.0222,-2
수성구 지산2동,157,1,1,2020Q4,0.0064,0
수성구 파동,78,1,2,2020Q4,0.0256,-1
수성구 황금1동,69,1,1,2020Q4,0.0145,0
수성구 황금2동,217,8,8,2020Q4,0.0369,0
중구 남산1동,132,4,4,2020Q4,0.0303,0
중구 남산2동,88,1,1,2020Q4,0.0114,0
중구 남산3동,43,1,0,2020Q4,0.0,1
중구 남산4동,64,1,1,2020Q4,0.0156,0
중구 대봉1동,215,5,13,2020Q4,0.0605,-8
중구 대봉2동,66,0,3,2020Q4,0.0455,-3
중구 대신동,132,5,6,2020Q4,0.0455,-1
중구 동인동,298,2,12,2020Q4,0.0403,-10
중구 삼덕동,562,13,10,2020Q4,0.0178,3
중구 성내1동,564,18,25,2020Q4,0.0443,-7
중구 성내2동,565,19,18,2020Q4,0.0319,1
중구 성내3동,88,5,9,2020Q4,0.1023,-4
군위군 군위읍,146,1,2,2021Q1,0.0137,-1
군위군 부계면,88,2,3,2021Q1,0.0341,-1
군위군 산성면,15,0,0,2021Q1,0.0,0
군위군 삼국유사면,16,0,0,2021Q1,0.0,0
군위군 소보면,17,0,0,2021Q1,0.0,0
군위군 우보면,15,0,0,2021Q1,0.0,0
군위군 의흥면,28,0,1,2021Q1,0.0357,-1
군위군 효령면,40,1,0,2021Q1,0.0,1
남구 대명10동,174,6,4,2021Q1,0.023,2
남구 대명11동,130,2,1,2021Q1,0.0077,1
남구 대명1동,80,5,1,2021Q1,0.0125,4
남구 대명2동,212,2,4,2021Q1,0.0189,-2
남구 대명3동,301,5,8,2021Q1,0.0266,-3
남구 대명4동,184,6,4,2021Q1,0.0217,2
남구 대명5동,190,6,3,2021Q1,0.0158,3
남구 대명6동,89,7,6,2021Q1,0.0674,1
남구 대명9동,223,6,2,2021Q1,0.009,4
남구 봉덕1동,145,7,1,2021Q1,0.0069,6
남구 봉덕2동,136,1,7,2021Q1,0.0515,-6
남구 봉덕3동,189,5,3,2021Q1,0.0159,2
남구 이천동,112,3,3,2021Q1,0.0268,0
달서구 감삼동,332,8,4,2021Q1,0.012,4
달서구 도원동,176,2,5,2021Q1,0.0284,-3
"달서구 두류1,2동",239,2,4,2021Q1,0.0167,-2
달서구 두류3동,295,2,2,2021Q1,0.0068,0
달서구 본동,183,3,4,2021Q1,0.0219,-1
달서구 본리동,247,6,3,2021Q1,0.0121,3
달서구 상인1동,230,7,7,2021Q1,0.0304,0
달서구 상인2동,492,12,12,2021Q1,0.0244,0
달서구 상인3동,119,2,5,2021Q1,0.042,-3
달서구 성당동,296,6,6,2021Q1,0.0203,0
달서구 송현1동,215,5,7,2021Q1,0.0326,-2
달서구 송현2동,308,4,6,2021Q1,0.0195,-2
달서구 신당동,777,17,9,2021Q1,0.0116,8
달서구 용산1동,265,6,6,2021Q1,0.0226,0
달서구 용산2동,178,3,6,2021Q1,0.0337,-3
달서구 월성1동,354,17,12,2021Q1,0.0339,5
달서구 월성2동,55,3,2,2021Q1,0.0364,1
달서구 유천동,119,1,3,2021Q1,0.0252,-2
달서구 이곡1동,248,8,4,2021Q1,0.0161,4
달서구 이곡2동,250,7,5,2021Q1,0.02,2
달서구 장기동,198,0,3,2021Q1,0.0152,-3
달서구 죽전동,212,3,5,2021Q1,0.0236,-2
달서구 진천동,593,17,6,2021Q1,0.0101,11
달성군 가창면,167,3,1,2021Q1,0.006,2
달성군 구지면,199,9,1,2021Q1,0.005,8
달성군 논공읍,298,3,1,2021Q1,0.0034,2
달성군 다사읍,699,16,7,2021Q1,0.01,9
달성군 옥포읍,218,5,1,2021Q1,0.0046,4
달성군 유가읍,255,11,7,2021Q1,0.0275,4
달성군 하빈면,60,2,0,2021Q1,0.0,2
달성군 현풍읍,541,13,9,2021Q1,0.0166,4
달성군 화원읍,412,7,7,2021Q1,0.017,0
동구 공산동,312,8,2,2021Q1,0.0064,6
동구 도평동,27,0,0,2021Q1,0.0,0
동구 동촌동,167,1,1,2021Q1,0.006,0
동구 방촌동,176,1,1,2021Q1,0.0057,0
동구 불로·봉무동,325,9,6,2021Q1,0.0185,3
동구 신암1동,166,2,1,2021Q1,0.006,1
동구 신암2동,91,1,2,2021Q1,0.022,-1
동구 신암3동,111,1,1,2021Q1,0.009,0
동구 신암4동,189,3,4,2021Q1,0.0212,-1
동구 신암5동,86,2,3,2021Q1,0.0349,-1
동구 신천1·2동,115,1,1,2021Q1,0.0087,0
동구 신천3동,161,5,4,2021Q1,0.0248,1
동구 신천4동,361,5,3,2021Q1,0.0083,2
동구 안심1동,506,17,9,2021Q1,0.0178,8
동구 안심2동,58,4,1,2021Q1,0.0172,3
동구 안심3동,179,4,2,2021Q1,0.0112,2
동구 안심4동,217,14,3,2021Q1,0.0138,11
동구 지저동,170,1,0,2021Q1,0.0,1
동구 해안동,144,1,1,2021Q1,0.0069,0
동구 혁신동,284,14,4,2021Q1,0.0141,10
동구 효목1동,242,5,5,2021Q1,0.0207,0
동구 효목2동,199,3,1,2021Q1,0.005,2
북구 검단동,59,1,0,2021Q1,0.0,1
북구 고성동,165,5,1,2021Q1,0.0061,4
북구 관문동,250,10,4,2021Q1,0.016,6
북구 관음동,185,4,3,2021Q1,0.0162,1
북구 구암동,384,5,2,2021Q1,0.0052,3
북구 국우동,224,1,3,2021Q1,0.0134,-2
북구 노원동,406,2,5,2021Q1,0.0123,-3
북구 대현동,269,2,4,2021Q1,0.0149,-2
북구 동천동,368,7,4,2021Q1,0.0109,3
북구 무태조야동,314,7,4,2021Q1,0.0127,3
북구 복현1동,156,3,0,2021Q1,0.0,3
북구 복현2동,166,2,3,2021Q1,0.0181,-1
북구 산격1동,83,1,0,2021Q1,0.0,1
북구 산격2동,228,2,5,2021Q1,0.0219,-3
북구 산격3동,489,9,5,2021Q1,0.0102,4
북구 산격4동,65,0,0,2021Q1,0.0,0
북구 읍내동,264,8,2,2021Q1,0.0076,6
북구 칠성동,308,3,14,2021Q1,0.0455,-11
북구 침산1동,64,0,2,2021Q1,0.0312,-2
북구 침산2동,145,4,1,2021Q1,0.0069,3
북구 침산3동,126,1,3,2021Q1,0.0238,-2
북구 태전1동,297,4,3,2021Q1,0.0101,1
북구 태전2동,274,7,4,2021Q1,0.0146,3
서구 내당1동,134,3,1,2021Q1,0.0075,2
서구 내당2·3동,121,2,6,2021Q1,0.0496,-4
서구 내당4동,230,6,7,2021Q1,0.0304,-1
서구 비산1동,72,2,0,2021Q1,0.0,2
서구 비산2·3동,196,2,1,2021Q1,0.0051,1
서구 비산4동,86,1,1,2021Q1,0.0116,0
서구 비산5동,126,3,0,2021Q1,0.0,3
서구 비산6동,72,1,1,2021Q1,0.0139,0
서구 비산7동,315,4,5,2021Q1,0.0159,-1
서구 상중이동,217,3,1,2021Q1,0.0046,2
서구 원대동,138,5,3,2021Q1,0.0217,2
서구 평리1동,64,2,2,2021Q1,0.0312,0
서구 평리2동,54,4,2,2021Q1,0.037,2
서구 평리3동,190,1,3,2021Q1,0.0158,-2
서구 평리4동,332,9,5,2021Q1,0.0151,4
서구 평리5동,51,3,3,2021Q1,0.0588,0
서구 평리6동,48,0,1,2021Q1,0.0208,-1
수성구 고산1동,295,7,7,2021Q1,0.0237,0
수성구 고산2동,222,7,6,2021Q1,0.027,1
수성구 고산3동,240,6,4,2021Q1,0.0167,2
수성구 두산동,532,8,7,2021Q1,0.0132,1
수성구 만촌1동,160,1,3,2021Q1,0.0188,-2
수성구 만촌2동,109,5,4,2021Q1,0.0367,1
수성구 만촌3동,134,2,3,2021Q1,0.0224,-1
수성구 범물1동,103,3,4,2021Q1,0.0388,-1
수성구 범물2동,63,3,0,2021Q1,0.0,3
수성구 범어1동,237,5,3,2021Q1,0.0127,2
수성구 범어2동,144,5,3,2021Q1,0.0208,2
수성구 범어3동,235,8,10,2021Q1,0.0426,-2
수성구 범어4동,197,5,3,2021Q1,0.0152,2
수성구 상동,200,3,2,2021Q1,0.01,1
수성구 수성1가동,116,0,7,2021Q1,0.0603,-7
수성구 수성2·3가동,161,7,5,2021Q1,0.0311,2
수성구 수성4가동,172,6,5,2021Q1,0.0291,1
수성구 중동,163,6,5,2021Q1,0.0307,1
수성구 지산1동,358,7,2,2021Q1,0.0056,5
수성구 지산2동,157,3,4,2021Q1,0.0255,-1
수성구 파동,77,0,2,2021Q1,0.026,-2
수성구 황금1동,69,1,1,2021Q1,0.0145,0
수성구 황금2동,217,4,5,2021Q1,0.023,-1
중구 남산1동,132,3,5,2021Q1,0.0379,-2
중구 남산2동,88,3,1,2021Q1,0.0114,2
중구 남산3동,44,3,1,2021Q1,0.0227,2
중구 남산4동,64,2,1,2021Q1,0.0156,1
중구 대봉1동,207,4,0,2021Q1,0.0,4
중구 대봉2동,63,1,0,2021Q1,0.0,1
중구 대신동,131,4,1,2021Q1,0.0076,3
중구 동인동,288,3,2,2021Q1,0.0069,1
중구 삼덕동,565,8,10,2021Q1,0.0177,-2
중구 성내1동,557,17,12,2021Q1,0.0215,5
중구 성내2동,566,16,7,2021Q1,0.0124,9
중구 성내3동,84,0,0,2021Q1,0.0,0
군위군 군위읍,145,2,1,2021Q2,0.0069,1
군위군 부계면,87,0,6,2021Q2,0.069,-6
군위군 산성면,15,1,0,2021Q2,0.0,1
군위군 삼국유사면,16,0,1,2021Q2,0.0625,-1
군위군 소보면,17,0,0,2021Q2,0.0,0
군위군 우보면,15,1,2,2021Q2,0.1333,-1
군위군 의흥면,27,0,0,2021Q2,0.0,0
군위군 효령면,41,0,1,2021Q2,0.0244,-1
남구 대명10동,176,1,6,2021Q2,0.0341,-5
남구 대명11동,131,3,1,2021Q2,0.0076,2
남구 대명1동,84,3,2,2021Q2,0.0238,1
남구 대명2동,210,1,7,2021Q2,0.0333,-6
남구 대명3동,298,13,7,2021Q2,0.0235,6
남구 대명4동,186,3,5,2021Q2,0.0269,-2
남구 대명5동,193,6,6,2021Q2,0.0311,0
남구 대명6동,90,14,2,2021Q2,0.0222,12
남구 대명9동,227,3,4,2021Q2,0.0176,-1
남구 봉덕1동,151,8,4,2021Q2,0.0265,4
남구 봉덕2동,130,1,0,2021Q2,0.0,1
남구 봉덕3동,191,4,4,2021Q2,0.0209,0
남구 이천동,112,8,2,2021Q2,0.0179,6
달서구 감삼동,336,10,11,2021Q2,0.0327,-1
달서구 도원동,173,5,2,2021Q2,0.0116,3
"달서구 두류1,2동",237,10,9,2021Q2,0.038,1
달서구 두류3동,295,2,4,2021Q2,0.0136,-2
달서구 본동,182,4,4,2021Q2,0.022,0
달서구 본리동,250,1,5,2021Q2,0.02,-4
달서구 상인1동,230,7,15,2021Q2,0.0652,-8
달서구 상인2동,492,16,12,2021Q2,0.0244,4
달서구 상인3동,116,1,4,2021Q2,0.0345,-3
달서구 성당동,296,4,7,2021Q2,0.0236,-3
달서구 송현1동,213,1,7,2021Q2,0.0329,-6
달서구 송현2동,306,4,6,2021Q2,0.0196,-2
달서구 신당동,785,16,13,2021Q2,0.0166,3
달서구 용산1동,265,11,4,2021Q2,0.0151,7
달서구 용산2동,175,4,3,2021Q2,0.0171,1
달서구 월성1동,359,12,8,2021Q2,0.0223,4
달서구 월성2동,56,2,0,2021Q2,0.0,2
달서구 유천동,117,4,12,2021Q2,0.1026,-8
달서구 이곡1동,252,6,10,2021Q2,0.0397,-4
달서구 이곡2동,252,8,7,2021Q2,0.0278,1
달서구 장기동,195,3,2,2021Q2,0.0103,1
달서구 죽전동,210,11,8,2021Q2,0.0381,3
달서구 진천동,604,19,7,2021Q2,0.0116,12
달성군 가창면,169,1,1,2021Q2,0.0059,0
달성군 구지면,207,14,4,2021Q2,0.0193,10
달성군 논공읍,300,5,8,2021Q2,0.0267,-3
달성군 다사읍,708,15,18,2021Q2,0.0254,-3
달성군 옥포읍,222,7,5,2021Q2,0.0225,2
달성군 유가읍,259,16,7,2021Q2,0.027,9
달성군 하빈면,62,0,0,2021Q2,0.0,0
달성군 현풍읍,545,18,16,2021Q2,0.0294,2
달성군 화원읍,412,11,3,2021Q2,0.0073,8
동구 공산동,318,7,1,2021Q2,0.0031,6
동구 도평동,27,1,1,2021Q2,0.037,0
동구 동촌동,167,4,5,2021Q2,0.0299,-1
동구 방촌동,176,5,3,2021Q2,0.017,2
동구 불로·봉무동,328,10,4,2021Q2,0.0122,6
동구 신암1동,167,4,1,2021Q2,0.006,3
동구 신암2동,90,3,3,2021Q2,0.0333,0
동구 신암3동,111,0,5,2021Q2,0.045,-5
동구 신암4동,188,3,6,2021Q2,0.0319,-3
동구 신암5동,85,3,1,2021Q2,0.0118,2
동구 신천1·2동,115,1,2,2021Q2,0.0174,-1
동구 신천3동,162,9,3,2021Q2,0.0185,6
동구 신천4동,363,20,12,2021Q2,0.0331,8
동구 안심1동,514,19,10,2021Q2,0.0195,9
동구 안심2동,61,3,1,2021Q2,0.0164,2
동구 안심3동,181,4,2,2021Q2,0.011,2
동구 안심4동,228,4,2,2021Q2,0.0088,2
동구 지저동,171,2,7,2021Q2,0.0409,-5
동구 해안동,144,3,2,2021Q2,0.0139,1
동구 혁신동,294,11,7,2021Q2,0.0238,4
동구 효목1동,242,4,3,2021Q2,0.0124,1
동구 효목2동,201,5,0,2021Q2,0.0,5
북구 검단동,60,0,4,2021Q2,0.0667,-4
북구 고성동,169,11,2,2021Q2,0.0118,9
북구 관문동,256,9,10,2021Q2,0.0391,-1
북구 관음동,186,7,5,2021Q2,0.0269,2
북구 구암동,387,2,2,2021Q2,0.0052,0
북구 국우동,222,7,6,2021Q2,0.027,1
북구 노원동,403,2,9,2021Q2,0.0223,-7
북구 대현동,267,6,4,2021Q2,0.015,2
북구 동천동,371,14,6,2021Q2,0.0162,8
북구 무태조야동,317,18,7,2021Q2,0.0221,11
북구 복현1동,159,1,3,2021Q2,0.0189,-2
북구 복현2동,165,3,5,2021Q2,0.0303,-2
북구 산격1동,84,2,0,2021Q2,0.0,2
북구 산격2동,225,7,4,2021Q2,0.0178,3
북구 산격3동,493,10,13,2021Q2,0.0264,-3
북구 산격4동,65,2,1,2021Q2,0.0154,1
북구 읍내동,270,8,5,2021Q2,0.0185,3
북구 칠성동,297,4,7,2021Q2,0.0236,-3
북구 침산1동,62,2,1,2021Q2,0.0161,1
북구 침산2동,148,4,3,2021Q2,0.0203,1
북구 침산3동,124,2,5,2021Q2,0.0403,-3
북구 태전1동,298,9,9,2021Q2,0.0302,0
북구 태전2동,277,3,5,2021Q2,0.0181,-2
서구 내당1동,136,5,4,2021Q2,0.0294,1
서구 내당2·3동,117,2,1,2021Q2,0.0085,1
서구 내당4동,229,1,7,2021Q2,0.0306,-6
서구 비산1동,74,4,1,2021Q2,0.0135,3
서구 비산2·3동,197,4,3,2021Q2,0.0152,1
서구 비산4동,86,2,1,2021Q2,0.0116,1
서구 비산5동,129,1,0,2021Q2,0.0,1
서구 비산6동,72,2,3,2021Q2,0.0417,-1
서구 비산7동,314,7,3,2021Q2,0.0096,4
서구 상중이동,219,4,1,2021Q2,0.0046,3
서구 원대동,140,2,6,2021Q2,0.0429,-4
서구 평리1동,64,1,1,2021Q2,0.0156,0
서구 평리2동,56,2,1,2021Q2,0.0179,1
서구 평리3동,188,4,1,2021Q2,0.0053,3
서구 평리4동,336,8,10,2021Q2,0.0298,-2
서구 평리5동,51,2,0,2021Q2,0.0,2
서구 평리6동,47,0,0,2021Q2,0.0,0
수성구 고산1동,295,9,9,2021Q2,0.0305,0
수성구 고산2동,223,8,3,2021Q2,0.0135,5
수성구 고산3동,242,6,4,2021Q2,0.0165,2
수성구 두산동,533,12,10,2021Q2,0.0188,2
수성구 만촌1동,158,5,6,2021Q2,0.038,-1
수성구 만촌2동,110,5,3,2021Q2,0.0273,2
수성구 만촌3동,133,5,6,2021Q2,0.0451,-1
수성구 범물1동,102,0,0,2021Q2,0.0,0
수성구 범물2동,66,4,2,2021Q2,0.0303,2
수성구 범어1동,239,11,4,2021Q2,0.0167,7
수성구 범어2동,146,10,3,2021Q2,0.0205,7
수성구 범어3동,233,13,5,2021Q2,0.0215,8
수성구 범어4동,199,6,3,2021Q2,0.0151,3
수성구 상동,201,1,2,2021Q2,0.01,-1
수성구 수성1가동,109,7,4,2021Q2,0.0367,3
수성구 수성2·3가동,163,7,2,2021Q2,0.0123,5
수성구 수성4가동,173,6,1,2021Q2,0.0058,5
수성구 중동,164,3,1,2021Q2,0.0061,2
수성구 지산1동,363,8,8,2021Q2,0.022,0
수성구 지산2동,156,3,12,2021Q2,0.0769,-9
수성구 파동,75,6,2,2021Q2,0.0267,4
수성구 황금1동,69,4,1,2021Q2,0.0145,3
수성구 황금2동,216,10,2,2021Q2,0.0093,8
중구 남산1동,130,3,1,2021Q2,0.0077,2
중구 남산2동,90,5,2,2021Q2,0.0222,3
중구 남산3동,46,3,1,2021Q2,0.0217,2
중구 남산4동,65,2,1,2021Q2,0.0154,1
중구 대봉1동,211,9,3,2021Q2,0.0142,6
중구 대봉2동,64,2,2,2021Q2,0.0312,0
중구 대신동,134,2,4,2021Q2,0.0299,-2
중구 동인동,289,5,5,2021Q2,0.0173,0
중구 삼덕동,563,12,7,2021Q2,0.0124,5
중구 성내1동,562,18,8,2021Q2,0.0142,10
중구 성내2동,575,9,10,2021Q2,0.0174,-1
중구 성내3동,84,1,4,2021Q2,0.0476,-3
군위군 군위읍,146,1,1,2021Q3,0.0068,0
군위군 부계면,81,2,0,2021Q3,0.0,2
군위군 산성면,16,0,0,2021Q3,0.0,0
군위군 삼국유사면,15,0,0,2021Q3,0.0,0
군위군 소보면,17,0,0,2021Q3,0.0,0
군위군 우보면,14,0,0,2021Q3,0.0,0
군위군 의흥면,27,1,0,2021Q3,0.0,1
군위군 효령면,40,0,0,2021Q3,0.0,0
남구 대명10동,171,0,2,2021Q3,0.0117,-2
남구 대명11동,133,1,0,2021Q3,0.0,1
남구 대명1동,85,2,2,2021Q3,0.0235,0
남구 대명2동,204,1,4,2021Q3,0.0196,-3
남구 대명3동,304,10,8,2021Q3,0.0263,2
남구 대명4동,184,3,4,2021Q3,0.0217,-1
남구 대명5동,193,1,5,2021Q3,0.0259,-4
남구 대명6동,102,4,1,2021Q3,0.0098,3
남구 대명9동,226,4,5,2021Q3,0.0221,-1
남구 봉덕1동,155,2,5,2021Q3,0.0323,-3
남구 봉덕2동,131,4,1,2021Q3,0.0076,3
남구 봉덕3동,191,7,0,2021Q3,0.0,7
남구 이천동,118,3,3,2021Q3,0.0254,0
달서구 감삼동,335,7,3,2021Q3,0.009,4
달서구 도원동,176,2,1,2021Q3,0.0057,1
"달서구 두류1,2동",238,2,0,2021Q3,0.0,2
달서구 두류3동,293,3,3,2021Q3,0.0102,0
달서구 본동,182,1,7,2021Q3,0.0385,-6
달서구 본리동,246,4,2,2021Q3,0.0081,2
달서구 상인1동,222,3,8,2021Q3,0.036,-5
달서구 상인2동,496,7,3,2021Q3,0.006,4
달서구 상인3동,113,1,2,2021Q3,0.0177,-1
달서구 성당동,293,5,0,2021Q3,0.0,5
달서구 송현1동,207,2,4,2021Q3,0.0193,-2
달서구 송현2동,304,6,2,2021Q3,0.0066,4
달서구 신당동,788,9,12,2021Q3,0.0152,-3
달서구 용산1동,272,4,3,2021Q3,0.011,1
달서구 용산2동,176,2,6,2021Q3,0.0341,-4
달서구 월성1동,363,14,9,2021Q3,0.0248,5
달서구 월성2동,58,1,0,2021Q3,0.0,1
달서구 유천동,109,3,2,2021Q3,0.0183,1
달서구 이곡1동,248,2,4,2021Q3,0.0161,-2
달서구 이곡2동,253,4,3,2021Q3,0.0119,1
달서구 장기동,196,3,1,2021Q3,0.0051,2
달서구 죽전동,213,6,4,2021Q3,0.0188,2
달서구 진천동,616,9,10,2021Q3,0.0162,-1
달성군 가창면,169,0,1,2021Q3,0.0059,-1
달성군 구지면,217,9,6,2021Q3,0.0276,3
달성군 논공읍,297,1,10,2021Q3,0.0337,-9
달성군 다사읍,705,13,13,2021Q3,0.0184,0
달성군 옥포읍,224,9,2,2021Q3,0.0089,7
달성군 유가읍,268,5,2,2021Q3,0.0075,3
달성군 하빈면,62,0,0,2021Q3,0.0,0
달성군 현풍읍,547,16,10,2021Q3,0.0183,6
달성군 화원읍,420,5,4,2021Q3,0.0095,1
동구 공산동,324,4,3,2021Q3,0.0093,1
동구 도평동,27,0,0,2021Q3,0.0,0
동구 동촌동,166,1,0,2021Q3,0.0,1
동구 방촌동,178,4,4,2021Q3,0.0225,0
동구 불로·봉무동,334,9,6,2021Q3,0.018,3
동구 신암1동,170,3,3,2021Q3,0.0176,0
동구 신암2동,90,2,2,2021Q3,0.0222,0
동구 신암3동,106,4,1,2021Q3,0.0094,3
동구 신암4동,185,3,2,2021Q3,0.0108,1
동구 신암5동,87,3,1,2021Q3,0.0115,2
동구 신천1·2동,114,3,2,2021Q3,0.0175,1
동구 신천3동,168,0,2,2021Q3,0.0119,-2
동구 신천4동,371,10,11,2021Q3,0.0296,-1
동구 안심1동,523,15,6,2021Q3,0.0115,9
동구 안심2동,63,1,2,2021Q3,0.0317,-1
동구 안심3동,183,3,2,2021Q3,0.0109,1
동구 안심4동,230,4,3,2021Q3,0.013,1
동구 지저동,166,1,1,2021Q3,0.006,0
동구 해안동,145,2,2,2021Q3,0.0138,0
동구 혁신동,298,7,4,2021Q3,0.0134,3
동구 효목1동,243,3,2,2021Q3,0.0082,1
동구 효목2동,206,3,0,2021Q3,0.0,3
북구 검단동,56,1,1,2021Q3,0.0179,0
북구 고성동,178,7,2,2021Q3,0.0112,5
북구 관문동,255,4,6,2021Q3,0.0235,-2
북구 관음동,188,14,4,2021Q3,0.0213,10
북구 구암동,387,4,2,2021Q3,0.0052,2
북구 국우동,223,6,4,2021Q3,0.0179,2
북구 노원동,396,3,4,2021Q3,0.0101,-1
북구 대현동,269,5,7,2021Q3,0.026,-2
북구 동천동,379,6,6,2021Q3,0.0158,0
북구 무태조야동,328,10,5,2021Q3,0.0152,5
북구 복현1동,157,2,6,2021Q3,0.0382,-4
북구 복현2동,163,1,3,2021Q3,0.0184,-2
북구 산격1동,86,0,0,2021Q3,0.0,0
북구 산격2동,228,8,4,2021Q3,0.0175,4
북구 산격3동,490,11,10,2021Q3,0.0204,1
북구 산격4동,66,0,2,2021Q3,0.0303,-2
북구 읍내동,273,3,4,2021Q3,0.0147,-1
북구 칠성동,294,9,10,2021Q3,0.034,-1
북구 침산1동,63,1,1,2021Q3,0.0159,0
북구 침산2동,149,3,1,2021Q3,0.0067,2
북구 침산3동,121,2,4,2021Q3,0.0331,-2
북구 태전1동,298,7,4,2021Q3,0.0134,3
북구 태전2동,275,5,6,2021Q3,0.0218,-1
서구 내당1동,137,2,2,2021Q3,0.0146,0
서구 내당2·3동,118,2,2,2021Q3,0.0169,0
서구 내당4동,223,5,3,2021Q3,0.0135,2
서구 비산1동,77,0,2,2021Q3,0.026,-2
서구 비산2·3동,198,3,0,2021Q3,0.0,3
서구 비산4동,87,1,3,2021Q3,0.0345,-2
서구 비산5동,130,0,0,2021Q3,0.0,0
서구 비산6동,71,3,1,2021Q3,0.0141,2
서구 비산7동,318,1,4,2021Q3,0.0126,-3
서구 상중이동,222,4,1,2021Q3,0.0045,3
서구 원대동,136,0,2,2021Q3,0.0147,-2
서구 평리1동,64,0,0,2021Q3,0.0,0
서구 평리2동,57,0,0,2021Q3,0.0,0
서구 평리3동,191,0,2,2021Q3,0.0105,-2
서구 평리4동,334,5,5,2021Q3,0.015,0
서구 평리5동,53,1,0,2021Q3,0.0,1
서구 평리6동,47,0,0,2021Q3,0.0,0
수성구 고산1동,295,10,5,2021Q3,0.0169,5
수성구 고산2동,228,4,4,2021Q3,0.0175,0
수성구 고산3동,244,8,2,2021Q3,0.0082,6
수성구 두산동,535,12,10,2021Q3,0.0187,2
